leave_id,employee_id,leave_type,start_date,end_date,days_requested,days_approved,status,approver_id,reason,paid_flag,submitted_at
LVE0906,EMP0974,parental,2022-08-13,2022-09-26,45,45,pending,EMP0304,illness,true,2022-07-31 00:00:00
LVE0907,EMP0856,comp_off,2021-03-24,2021-04-03,11,11,approved,EMP0302,,true,2021-03-21 00:00:00
LVE0908,EMP0411,comp_off,2025-02-09,2025-02-09,1,1,approved,EMP0888,illness,true,2025-01-31 00:00:00
LVE0909,EMP0842,parental,2023-09-16,2023-09-18,3,3,pending,EMP0101,,true,2023-09-02 00:00:00
LVE0910,EMP0073,sick,2024-09-18,2024-09-18,1,1,pending,EMP0480,travel,true,2024-09-16 00:00:00
LVE0911,EMP0699,personal,2025-09-16,2025-09-22,7,7,rejected,EMP0224,medical,true,2025-09-02 00:00:00
LVE0912,EMP0597,sick,2024-03-18,2024-03-31,14,14,approved,EMP0667,family,true,2024-03-08 00:00:00
LVE0913,EMP0167,unpaid,2026-07-10,2026-07-19,10,10,pending,EMP0922,illness,false,2026-06-24 00:00:00
LVE0914,EMP0894,comp_off,2021-03-14,2021-03-21,8,7,pending,EMP0394,medical,true,2021-03-13 00:00:00
LVE0915,EMP0935,annual,2024-12-14,2024-12-27,14,14,pending,EMP0264,vacation,true,2024-12-09 00:00:00
LVE0916,EMP0180,annual,2023-07-03,2023-07-15,13,13,approved,EMP0801,vacation,true,2023-06-22 00:00:00
LVE0917,EMP0014,bereavement,2025-09-01,2025-09-08,8,8,cancelled,EMP0092,medical,true,2025-08-14 00:00:00
LVE0918,EMP0731,personal,2025-09-22,2025-10-03,12,12,approved,EMP0448,,true,2025-09-21 00:00:00
LVE0919,EMP0058,parental,2026-06-05,2026-07-14,40,40,approved,EMP0311,family,true,2026-05-24 00:00:00
LVE0920,EMP0198,unpaid,2024-02-25,2024-03-01,6,6,cancelled,EMP0376,vacation,false,2024-02-06 00:00:00
LVE0921,EMP0331,annual,2026-03-07,2026-03-14,8,8,approved,EMP0384,illness,true,2026-02-28 00:00:00
LVE0922,EMP0945,parental,2020-11-03,2020-12-13,41,41,approved,EMP0090,,true,2020-10-14 00:00:00
LVE0923,EMP0842,annual,2022-12-16,2022-12-20,5,5,rejected,EMP0101,,true,2022-12-09 00:00:00
LVE0924,EMP0829,personal,2025-01-01,2025-01-14,14,14,cancelled,EMP0310,illness,true,2024-12-25 00:00:00
LVE0925,EMP0153,personal,2024-03-04,2024-03-17,14,14,approved,EMP0861,,true,2024-02-19 00:00:00
LVE0926,EMP0850,bereavement,2023-11-29,2023-12-07,9,9,pending,EMP0977,travel,true,2023-11-09 00:00:00
LVE0927,EMP0336,comp_off,2024-11-27,2024-12-08,12,12,pending,EMP0951,personal matter,true,2024-11-22 00:00:00
LVE0928,EMP0781,parental,2022-04-19,2022-06-02,45,45,rejected,EMP0227,illness,true,2022-04-12 00:00:00
LVE0929,EMP0793,sick,2019-10-18,2019-10-20,3,2,rejected,EMP0841,illness,true,2019-10-06 00:00:00
LVE0930,EMP0820,annual,2026-07-06,2026-07-18,13,13,approved,EMP0314,vacation,true,2026-06-24 00:00:00
LVE0931,EMP0255,parental,2020-12-13,2021-01-08,27,27,rejected,EMP0348,,true,2020-11-29 00:00:00
LVE0932,EMP0050,comp_off,2026-03-12,2026-03-17,6,6,rejected,EMP0634,vacation,true,2026-03-02 00:00:00
LVE0933,EMP0892,bereavement,2025-11-13,2025-11-23,11,11,rejected,EMP0384,,true,2025-11-06 00:00:00
LVE0934,EMP0339,sick,2024-08-02,2024-08-03,2,2,pending,EMP0636,vacation,true,2024-07-25 00:00:00
LVE0935,EMP0770,personal,2025-09-14,2025-09-18,5,4,rejected,EMP0552,vacation,true,2025-09-09 00:00:00
LVE0936,EMP0894,parental,2020-03-12,2020-04-30,50,50,approved,EMP0394,illness,true,2020-02-27 00:00:00
LVE0937,EMP0553,parental,2020-10-30,2020-12-05,37,37,approved,EMP0340,medical,true,2020-10-16 00:00:00
LVE0938,EMP0177,parental,2023-07-25,2023-10-06,74,73,approved,EMP0495,illness,true,2023-07-11 00:00:00
LVE0939,EMP0203,unpaid,2026-01-02,2026-01-10,9,9,rejected,EMP0018,vacation,false,2025-12-13 00:00:00
LVE0940,EMP0413,comp_off,2020-06-29,2020-06-29,1,0,cancelled,EMP0173,personal matter,true,2020-06-23 00:00:00
LVE0941,EMP0089,bereavement,2025-05-17,2025-05-20,4,4,approved,EMP0128,medical,true,2025-05-09 00:00:00
LVE0942,EMP0772,parental,2026-05-26,2026-07-11,47,47,rejected,EMP0840,illness,true,2026-05-10 00:00:00
LVE0943,EMP0738,unpaid,2024-11-28,2024-12-05,8,8,pending,EMP0186,,false,2024-11-10 00:00:00
LVE0944,EMP0104,unpaid,2020-09-02,2020-09-08,7,7,pending,EMP0264,illness,false,2020-08-25 00:00:00
LVE0945,EMP0218,sick,2022-10-10,2022-10-12,3,3,pending,EMP0310,illness,true,2022-10-02 00:00:00
LVE0946,EMP0121,unpaid,2024-09-13,2024-09-20,8,8,pending,EMP0670,vacation,false,2024-08-26 00:00:00
LVE0947,EMP0308,comp_off,2022-07-06,2022-07-15,10,10,approved,EMP0315,medical,true,2022-06-30 00:00:00
LVE0948,EMP0087,unpaid,2020-06-18,2020-06-25,8,8,approved,EMP0334,family,false,2020-06-17 00:00:00
LVE0949,EMP0360,sick,2021-07-12,2021-07-15,4,4,rejected,EMP0926,illness,true,2021-07-03 00:00:00
LVE0950,EMP0915,personal,2026-04-18,2026-04-28,11,11,approved,EMP0571,vacation,true,2026-04-02 00:00:00
LVE0951,EMP0559,annual,2024-11-24,2024-11-30,7,7,approved,EMP0204,travel,true,2024-11-10 00:00:00
LVE0952,EMP0623,sick,2016-12-23,2016-12-25,3,3,rejected,EMP0598,,true,2016-12-19 00:00:00
LVE0953,EMP0353,comp_off,2024-01-16,2024-01-25,10,10,rejected,EMP0587,personal matter,true,2024-01-05 00:00:00
LVE0954,EMP0421,comp_off,2022-10-18,2022-10-31,14,14,approved,EMP0658,personal matter,true,2022-10-13 00:00:00
LVE0955,EMP0022,personal,2023-02-01,2023-02-14,14,14,approved,EMP0435,,true,2023-01-14 00:00:00
LVE0956,EMP0139,bereavement,2025-11-30,2025-12-02,3,3,rejected,EMP0621,travel,true,2025-11-29 00:00:00
LVE0957,EMP0066,sick,2018-12-07,2018-12-18,12,12,approved,EMP0072,travel,true,2018-11-29 00:00:00
LVE0958,EMP0487,bereavement,2017-05-06,2017-05-12,7,7,rejected,EMP0593,personal matter,true,2017-04-16 00:00:00
LVE0959,EMP0970,annual,2025-03-04,2025-03-05,2,1,pending,EMP0563,personal matter,true,2025-02-18 00:00:00
LVE0960,EMP0504,personal,2021-11-22,2021-11-25,4,4,rejected,EMP0874,travel,true,2021-11-12 00:00:00
LVE0961,EMP0695,unpaid,2025-02-08,2025-02-11,4,4,rejected,EMP0849,family,false,2025-01-20 00:00:00
LVE0962,EMP0515,sick,2025-10-10,2025-10-15,6,6,approved,EMP0955,vacation,true,2025-10-02 00:00:00
LVE0963,EMP0165,bereavement,2024-09-01,2024-09-12,12,12,approved,EMP0115,vacation,true,2024-08-17 00:00:00
LVE0964,EMP0951,parental,2019-07-24,2019-08-18,26,26,approved,EMP0767,family,true,2019-07-12 00:00:00
LVE0965,EMP0146,bereavement,2019-05-06,2019-05-07,2,2,rejected,EMP0585,,true,2019-05-02 00:00:00
LVE0966,EMP0076,comp_off,2023-06-03,2023-06-13,11,11,approved,EMP0501,illness,true,2023-05-17 00:00:00
LVE0967,EMP0077,personal,2024-04-07,2024-04-09,3,3,approved,EMP0551,medical,true,2024-03-26 00:00:00
LVE0968,EMP0292,sick,2023-11-23,2023-11-25,3,3,cancelled,EMP0418,personal matter,true,2023-11-16 00:00:00
LVE0969,EMP0330,bereavement,2025-07-23,2025-08-03,12,12,approved,EMP0205,illness,true,2025-07-07 00:00:00
LVE0970,EMP0456,comp_off,2022-09-27,2022-10-05,9,9,pending,EMP0765,vacation,true,2022-09-25 00:00:00
LVE0971,EMP0136,parental,2018-04-16,2018-07-09,85,85,cancelled,EMP0593,vacation,true,2018-04-12 00:00:00
LVE0972,EMP0025,comp_off,2025-09-05,2025-09-18,14,13,cancelled,EMP0737,vacation,true,2025-09-02 00:00:00
LVE0973,EMP0309,personal,2017-12-16,2017-12-19,4,4,approved,EMP0952,travel,true,2017-12-03 00:00:00
LVE0974,EMP0284,sick,2025-07-19,2025-07-26,8,8,approved,EMP0872,personal matter,true,2025-07-11 00:00:00
LVE0975,EMP0522,comp_off,2025-05-24,2025-05-27,4,4,pending,EMP0114,illness,true,2025-05-21 00:00:00
LVE0976,EMP0804,unpaid,2015-10-14,2015-10-19,6,5,pending,EMP0124,family,false,2015-10-01 00:00:00
LVE0977,EMP0931,unpaid,2022-10-17,2022-10-27,11,11,approved,EMP0986,,false,2022-09-27 00:00:00
LVE0978,EMP0101,personal,2022-09-21,2022-10-03,13,13,cancelled,EMP0547,vacation,true,2022-09-02 00:00:00
LVE0979,EMP0978,parental,2023-09-27,2023-11-09,44,44,approved,EMP0103,vacation,true,2023-09-15 00:00:00
LVE0980,EMP0530,unpaid,2023-02-20,2023-02-23,4,4,approved,EMP0038,vacation,false,2023-02-18 00:00:00
LVE0981,EMP0924,sick,2020-11-17,2020-11-19,3,3,approved,EMP0979,travel,true,2020-11-14 00:00:00
LVE0982,EMP0573,annual,2025-03-06,2025-03-09,4,4,rejected,EMP0055,medical,true,2025-02-18 00:00:00
LVE0983,EMP0068,sick,2021-03-02,2021-03-04,3,2,cancelled,EMP0802,family,true,2021-02-23 00:00:00
LVE0984,EMP0589,personal,2023-05-12,2023-05-17,6,6,pending,EMP0800,vacation,true,2023-04-29 00:00:00
LVE0985,EMP0140,personal,2025-09-19,2025-09-23,5,4,approved,EMP0165,personal matter,true,2025-09-17 00:00:00
LVE0986,EMP0642,parental,2025-02-11,2025-03-20,38,38,approved,EMP0849,medical,true,2025-01-26 00:00:00
LVE0987,EMP0441,unpaid,2025-04-18,2025-05-01,14,14,pending,EMP0261,travel,false,2025-03-31 00:00:00
LVE0988,EMP0728,personal,2020-03-24,2020-04-06,14,14,pending,EMP0562,travel,true,2020-03-12 00:00:00
LVE0989,EMP0740,personal,2025-08-15,2025-08-23,9,8,rejected,EMP0409,vacation,true,2025-08-07 00:00:00
LVE0990,EMP0425,unpaid,2022-02-07,2022-02-12,6,6,approved,EMP0028,,false,2022-01-20 00:00:00
LVE0991,EMP0575,personal,2022-04-08,2022-04-11,4,4,pending,EMP0382,travel,true,2022-04-02 00:00:00
LVE0992,EMP0765,comp_off,2026-06-25,2026-06-30,6,6,rejected,EMP0441,,true,2026-06-21 00:00:00
LVE0993,EMP0075,bereavement,2025-12-11,2025-12-22,12,12,approved,EMP0154,vacation,true,2025-11-23 00:00:00
LVE0994,EMP0125,personal,2018-07-10,2018-07-14,5,5,rejected,EMP0783,family,true,2018-07-05 00:00:00
LVE0995,EMP0173,parental,2022-12-26,2023-02-03,40,40,rejected,EMP0488,personal matter,true,2022-12-10 00:00:00
LVE0996,EMP0096,annual,2026-07-17,2026-07-26,10,10,approved,EMP0802,vacation,true,2026-06-28 00:00:00
LVE0997,EMP0625,unpaid,2025-12-08,2025-12-13,6,6,approved,EMP0913,personal matter,false,2025-11-22 00:00:00
LVE0998,EMP0426,unpaid,2026-04-29,2026-05-12,14,14,rejected,EMP0316,illness,false,2026-04-13 00:00:00
LVE0999,EMP0078,annual,2023-05-17,2023-05-17,1,1,pending,EMP0462,travel,true,2023-05-02 00:00:00
LVE1000,EMP0745,bereavement,2022-06-25,2022-07-06,12,12,pending,EMP0699,personal matter,true,2022-06-24 00:00:00
