invoice_id,customer_id,invoice_date,due_date,amount_due,tax_amount,total_amount,status
INV2F8890E5F3,CUST100011974,2025-12-19,2026-01-09,62.37,4.99,67.36,Unpaid
INV60B79196FF,CUST100008611,2025-12-12,2026-01-02,87.85,7.03,94.88,Paid
INVDA3D82B17E,CUST100039610,2026-02-24,2026-03-17,161.44,12.92,174.36,Paid
INVFFF0152028,CUST100088597,2025-11-16,2025-12-07,202.33,16.19,218.52,Unpaid
INVCF4E11B7E5,CUST100026048,2026-06-02,2026-06-23,351.7,28.14,379.84,Paid
INV31B48FD28E,CUST100082948,2026-03-11,2026-04-01,174.73,13.98,188.71,Paid
INVB43767C4E8,CUST100054008,2025-08-14,2025-09-04,170.78,13.66,184.44,Paid
INV110022BC67,CUST100009166,2026-04-23,2026-05-14,38.32,3.07,41.39,Paid
INVEED2E9E0C1,CUST100062726,2026-03-29,2026-04-19,307.74,24.62,332.36,Overdue
INVA733C9A880,CUST100053029,2026-01-28,2026-02-18,308.49,24.68,333.17,Paid
INV6F4A0DA3C9,CUST100036026,2026-05-25,2026-06-15,249.69,19.98,269.67,Paid
INV96AD9A4258,CUST100022595,2025-11-22,2025-12-13,283.4,22.67,306.07,Paid
INV59BF9E8D89,CUST100060321,2025-12-21,2026-01-11,388.26,31.06,419.32,Overdue
INVB8CAE49C94,CUST100020859,2025-10-27,2025-11-17,173.11,13.85,186.96,Paid
INV4BE1D661A3,CUST100033452,2025-12-08,2025-12-29,226.47,18.12,244.59,Paid
INV8BE4E04E08,CUST100028072,2026-05-17,2026-06-07,268.08,21.45,289.53,Overdue
INV5C77EFDB81,CUST100096863,2026-05-24,2026-06-14,398.08,31.85,429.93,Paid
INV249F977019,CUST100049134,2025-12-13,2026-01-03,342.37,27.39,369.76,Paid
INV836B410825,CUST100043021,2026-06-11,2026-07-02,329.45,26.36,355.81,Paid
INV8276BFDA90,CUST100042753,2026-01-28,2026-02-18,154.17,12.33,166.5,Unpaid
INVA6C96FE2F2,CUST100004920,2025-11-24,2025-12-15,294.17,23.53,317.7,Partially Paid
INVBD6BF3A374,CUST100013096,2026-05-27,2026-06-17,300.52,24.04,324.56,Paid
INVF04D12DC73,CUST100018829,2025-08-26,2025-09-16,398.53,31.88,430.41,Unpaid
INV6A85AE87D1,CUST100084717,2025-10-17,2025-11-07,28.13,2.25,30.38,Paid
INV383978849B,CUST100027321,2025-10-29,2025-11-19,283.01,22.64,305.65,Paid
INVDCE21183C3,CUST100028561,2025-10-15,2025-11-05,85.97,6.88,92.85,Paid
INVB7139E6281,CUST100050369,2026-01-19,2026-02-09,269.36,21.55,290.91,Unpaid
INV39F70FD31C,CUST100057580,2026-04-21,2026-05-12,330.38,26.43,356.81,Paid
INV102C1E5FF6,CUST100036700,2025-08-18,2025-09-08,296.96,23.76,320.72,Paid
INV9670938317,CUST100047645,2025-10-22,2025-11-12,151.0,12.08,163.08,Unpaid
INV28B085810D,CUST100006782,2026-07-17,2026-08-07,265.72,21.26,286.98,Paid
INV5D41C58FBD,CUST100007262,2026-03-10,2026-03-31,341.05,27.28,368.33,Paid
INV14F5F77FA9,CUST100009636,2026-04-10,2026-05-01,273.83,21.91,295.74,Partially Paid
INV75AC909304,CUST100043650,2026-04-29,2026-05-20,321.65,25.73,347.38,Paid
INV886427E9A2,CUST100008549,2026-05-24,2026-06-14,138.75,11.1,149.85,Unpaid
INVA9E18F040C,CUST100048647,2026-04-24,2026-05-15,388.36,31.07,419.43,Paid
INVCD4C066E2C,CUST100009189,2025-10-19,2025-11-09,375.87,30.07,405.94,Overdue
INV4EF3D0824B,CUST100064241,2025-08-07,2025-08-28,255.19,20.42,275.61,Paid
INVEB7B3B76A1,CUST100011705,2026-04-05,2026-04-26,309.92,24.79,334.71,Overdue
INV2DB9E45130,CUST100010328,2025-12-15,2026-01-05,87.12,6.97,94.09,Partially Paid
INVFBE9BA5671,CUST100053430,2025-12-05,2025-12-26,238.54,19.08,257.62,Paid
INV52C257AA36,CUST100064889,2025-09-06,2025-09-27,397.23,31.78,429.01,Paid
INVFBEE6D4304,CUST100025838,2025-09-04,2025-09-25,173.07,13.85,186.92,Unpaid
INV6802AD86E6,CUST100089052,2025-11-20,2025-12-11,213.81,17.1,230.91,Paid
INVCF970A9CA1,CUST100049353,2025-12-23,2026-01-13,314.3,25.14,339.44,Overdue
INV4D61285522,CUST100068471,2026-06-25,2026-07-16,136.35,10.91,147.26,Overdue
INV638F89662B,CUST100052557,2026-04-02,2026-04-23,357.4,28.59,385.99,Unpaid
INV0B14833723,CUST100006486,2026-04-08,2026-04-29,327.96,26.24,354.2,Paid
INVDCE144C771,CUST100082222,2026-05-25,2026-06-15,226.97,18.16,245.13,Paid
INVD7D3EDEA32,CUST100034553,2026-05-06,2026-05-27,350.34,28.03,378.37,Paid
INV2D554F1192,CUST100014946,2025-08-04,2025-08-25,336.09,26.89,362.98,Overdue
INV7F9703913C,CUST100079054,2026-06-26,2026-07-17,397.01,31.76,428.77,Overdue
INV42F44F1E64,CUST100021666,2025-09-17,2025-10-08,101.65,8.13,109.78,Paid
INV93BB0BBB64,CUST100085970,2025-10-03,2025-10-24,212.76,17.02,229.78,Paid
INVFED54CA642,CUST100049473,2025-10-23,2025-11-13,363.04,29.04,392.08,Paid
INV197C317E18,CUST100021835,2026-01-06,2026-01-27,109.1,8.73,117.83,Paid
INV738CFAB4AB,CUST100053067,2025-12-26,2026-01-16,219.51,17.56,237.07,Paid
INV1BD9C58A30,CUST100035333,2025-10-16,2025-11-06,383.23,30.66,413.89,Unpaid
INV0333170864,CUST100044582,2026-02-16,2026-03-09,331.86,26.55,358.41,Unpaid
INV19CFFF5BA3,CUST100032666,2025-11-30,2025-12-21,139.21,11.14,150.35,Unpaid
INV14C224C5A8,CUST100032746,2025-12-25,2026-01-15,57.78,4.62,62.4,Partially Paid
INVC9A7968A5E,CUST100088433,2026-06-20,2026-07-11,341.38,27.31,368.69,Unpaid
INVE3F545CB5A,CUST100004421,2026-03-16,2026-04-06,336.11,26.89,363.0,Unpaid
INV5BCB15AB0B,CUST100081268,2026-04-16,2026-05-07,222.46,17.8,240.26,Paid
INV7BA5193029,CUST100095238,2025-12-16,2026-01-06,231.06,18.48,249.54,Paid
INVD96063394A,CUST100083467,2025-08-30,2025-09-20,285.22,22.82,308.04,Paid
INVCA4DEB1A73,CUST100033797,2026-01-30,2026-02-20,359.27,28.74,388.01,Paid
INV20B25236AC,CUST100050268,2026-02-12,2026-03-05,351.6,28.13,379.73,Partially Paid
INVC92056023E,CUST100078415,2025-12-29,2026-01-19,341.6,27.33,368.93,Paid
INV87F7F8672C,CUST100042994,2026-02-08,2026-03-01,339.93,27.19,367.12,Overdue
INV446020FC55,CUST100056296,2025-12-22,2026-01-12,192.77,15.42,208.19,Partially Paid
INV00E2E1D5A1,CUST100035669,2026-04-21,2026-05-12,287.15,22.97,310.12,Paid
INV8879D053C0,CUST100051696,2025-09-12,2025-10-03,43.4,3.47,46.87,Partially Paid
INVEB47C756FC,CUST100006067,2026-02-27,2026-03-20,316.92,25.35,342.27,Unpaid
INVCED9122F9B,CUST100035976,2026-05-12,2026-06-02,386.42,30.91,417.33,Overdue
INV7C4CB220F3,CUST100028453,2025-10-03,2025-10-24,182.43,14.59,197.02,Unpaid
INV9CF7280ECF,CUST100033725,2026-07-13,2026-08-03,271.5,21.72,293.22,Unpaid
INV40D5764AD8,CUST100075881,2025-12-06,2025-12-27,241.44,19.32,260.76,Unpaid
INV61E99635BE,CUST100078186,2025-10-20,2025-11-10,386.35,30.91,417.26,Unpaid
INVD1EC25566D,CUST100002025,2026-02-06,2026-02-27,226.96,18.16,245.12,Paid
INVF11B84E246,CUST100026088,2026-05-01,2026-05-22,266.27,21.3,287.57,Paid
INVB99AAF6BBF,CUST100094022,2025-11-08,2025-11-29,37.76,3.02,40.78,Partially Paid
INVCCAEEF48DD,CUST100067032,2025-08-31,2025-09-21,234.88,18.79,253.67,Overdue
INV313E1DE5E7,CUST100093998,2026-02-08,2026-03-01,220.41,17.63,238.04,Partially Paid
INV6455E847EF,CUST100022703,2026-03-18,2026-04-08,60.3,4.82,65.12,Overdue
INV8B557598AA,CUST100005000,2026-05-20,2026-06-10,38.17,3.05,41.22,Paid
INV8F679DF568,CUST100068971,2025-10-02,2025-10-23,204.78,16.38,221.16,Paid
INV3CAF0646A7,CUST100058453,2025-09-04,2025-09-25,173.8,13.9,187.7,Paid
INV29BD446A33,CUST100096083,2025-10-07,2025-10-28,82.34,6.59,88.93,Paid
INVE590E86D5D,CUST100039919,2026-03-30,2026-04-20,314.4,25.15,339.55,Paid
INV8B210DA572,CUST100020213,2025-09-09,2025-09-30,52.31,4.18,56.49,Overdue
INV6D3F6AABB6,CUST100068982,2026-07-09,2026-07-30,190.76,15.26,206.02,Paid
INVAE6B835374,CUST100014693,2026-01-21,2026-02-11,126.08,10.09,136.17,Partially Paid
INV330B42B549,CUST100019770,2025-10-18,2025-11-08,399.62,31.97,431.59,Unpaid
INV86C50E6A63,CUST100025524,2026-04-27,2026-05-18,230.21,18.42,248.63,Paid
INV26F6F68239,CUST100009047,2025-10-08,2025-10-29,301.06,24.08,325.14,Paid
INV7ADBE404DC,CUST100091611,2026-03-04,2026-03-25,338.0,27.04,365.04,Paid
INV3AC2AC584A,CUST100051890,2025-10-29,2025-11-19,159.22,12.74,171.96,Paid
INV7A38032880,CUST100074499,2025-09-04,2025-09-25,298.7,23.9,322.6,Paid
INVC5868AA59E,CUST100065681,2026-03-21,2026-04-11,248.74,19.9,268.64,Paid
INV8049E3A1E1,CUST100002375,2025-12-02,2025-12-23,309.45,24.76,334.21,Paid
INV133FEB673C,CUST100002178,2026-07-03,2026-07-24,102.15,8.17,110.32,Paid
INV0F003B7A6E,CUST100063100,2025-10-08,2025-10-29,64.46,5.16,69.62,Unpaid
INVBF47DF2183,CUST100089129,2025-12-20,2026-01-10,237.67,19.01,256.68,Paid
INV7A9952ED53,CUST100018156,2025-11-04,2025-11-25,362.88,29.03,391.91,Paid
INV38B771B17C,CUST100084604,2025-09-14,2025-10-05,39.32,3.15,42.47,Overdue
INVB992E2D3CA,CUST100029090,2025-10-05,2025-10-26,363.44,29.08,392.52,Partially Paid
INV1F8A06F73F,CUST100003224,2025-09-30,2025-10-21,126.5,10.12,136.62,Paid
INVECF857FCB3,CUST100018224,2025-12-24,2026-01-14,63.88,5.11,68.99,Unpaid
INV903DED8BB3,CUST100012485,2025-12-28,2026-01-18,112.9,9.03,121.93,Paid
INV765480AF5A,CUST100031451,2026-03-08,2026-03-29,312.2,24.98,337.18,Unpaid
INVEA25EC5FF8,CUST100048261,2025-08-01,2025-08-22,113.56,9.08,122.64,Paid
INVB8E2DCC81D,CUST100034287,2025-10-15,2025-11-05,355.94,28.48,384.42,Overdue
INVE2E26AA172,CUST100098838,2025-12-27,2026-01-17,159.28,12.74,172.02,Unpaid
INV19CAACEC50,CUST100013583,2025-08-26,2025-09-16,100.53,8.04,108.57,Paid
INV83A4336363,CUST100080415,2026-07-12,2026-08-02,168.4,13.47,181.87,Unpaid
INV67B6866665,CUST100092248,2026-01-03,2026-01-24,76.73,6.14,82.87,Paid
INVAA6FA3E2A6,CUST100046770,2026-01-10,2026-01-31,269.57,21.57,291.14,Paid
INVA9AA6765FB,CUST100075311,2025-08-31,2025-09-21,326.91,26.15,353.06,Overdue
INV776330AA9A,CUST100092530,2026-06-02,2026-06-23,78.87,6.31,85.18,Paid
INVE8F5AC79E9,CUST100053346,2026-01-17,2026-02-07,76.66,6.13,82.79,Overdue
INVA4F2A8198C,CUST100006237,2026-02-20,2026-03-13,129.22,10.34,139.56,Paid
INV9CEF82A10E,CUST100029679,2026-05-09,2026-05-30,268.83,21.51,290.34,Paid
INV92978FA9BC,CUST100026840,2026-07-14,2026-08-04,320.66,25.65,346.31,Unpaid
INV4078D9630D,CUST100008965,2025-08-01,2025-08-22,150.26,12.02,162.28,Paid
INV0CA8328BEF,CUST100077931,2025-12-09,2025-12-30,271.57,21.73,293.3,Paid
INV352BA95EA2,CUST100087402,2025-12-06,2025-12-27,226.59,18.13,244.72,Paid
INVE3459E03BC,CUST100011502,2025-08-24,2025-09-14,241.53,19.32,260.85,Paid
INVC2BAA1B7FC,CUST100060837,2026-07-08,2026-07-29,371.46,29.72,401.18,Paid
INVF061A33FB9,CUST100034499,2026-04-16,2026-05-07,380.61,30.45,411.06,Paid
INV7533BC48A7,CUST100021626,2026-03-31,2026-04-21,361.76,28.94,390.7,Paid
INVCC6A2181C4,CUST100047346,2025-09-25,2025-10-16,94.99,7.6,102.59,Paid
INV529FD8620A,CUST100061932,2025-09-24,2025-10-15,198.64,15.89,214.53,Paid
INVC17AF12B61,CUST100068494,2026-06-10,2026-07-01,44.94,3.6,48.54,Paid
INVAC0F070281,CUST100061524,2025-11-14,2025-12-05,262.73,21.02,283.75,Unpaid
INV9089C4BFFB,CUST100005778,2025-11-15,2025-12-06,104.45,8.36,112.81,Paid
INVE4CE2A4F20,CUST100007968,2026-06-07,2026-06-28,81.7,6.54,88.24,Partially Paid
INVE9BD488047,CUST100011373,2025-10-04,2025-10-25,333.03,26.64,359.67,Partially Paid
INVB4B8C39B97,CUST100062771,2026-01-04,2026-01-25,142.67,11.41,154.08,Overdue
INVF20A438335,CUST100034718,2026-06-21,2026-07-12,320.4,25.63,346.03,Unpaid
INV647C89FA49,CUST100052217,2026-04-17,2026-05-08,253.33,20.27,273.6,Paid
INV2400ADF5E5,CUST100073784,2026-02-02,2026-02-23,51.29,4.1,55.39,Paid
INV1B8E86EDA9,CUST100081047,2025-09-03,2025-09-24,250.19,20.02,270.21,Paid
INV70EB613B18,CUST100049814,2025-08-01,2025-08-22,310.23,24.82,335.05,Paid
INV9D2287D85D,CUST100048424,2025-12-22,2026-01-12,388.58,31.09,419.67,Paid
INV4F81CC77C1,CUST100069243,2026-03-08,2026-03-29,284.38,22.75,307.13,Paid
INVDEC1BDB8FF,CUST100040339,2026-06-14,2026-07-05,21.84,1.75,23.59,Paid
INVC9BA3757F8,CUST100071387,2025-09-05,2025-09-26,356.5,28.52,385.02,Paid
INVF84C1ADDD2,CUST100069391,2026-03-13,2026-04-03,242.6,19.41,262.01,Unpaid
INVDA32C15BA1,CUST100021302,2025-10-02,2025-10-23,301.77,24.14,325.91,Unpaid
INV25AB420F58,CUST100006942,2026-01-02,2026-01-23,166.14,13.29,179.43,Paid
INV79E5DE0CE3,CUST100072664,2026-03-05,2026-03-26,86.42,6.91,93.33,Paid
INVA40F7744AD,CUST100005252,2026-07-04,2026-07-25,389.19,31.14,420.33,Unpaid
INV1DD1A8E5DD,CUST100086891,2026-07-13,2026-08-03,255.77,20.46,276.23,Unpaid
INV5FF3A2B39F,CUST100030650,2026-03-01,2026-03-22,383.11,30.65,413.76,Unpaid
INVA289E3E71D,CUST100040931,2025-11-18,2025-12-09,279.37,22.35,301.72,Paid
INV7C892B529F,CUST100047186,2025-10-05,2025-10-26,173.65,13.89,187.54,Overdue
INV3285DB3A03,CUST100094735,2026-01-02,2026-01-23,358.81,28.7,387.51,Paid
INV5B7F048534,CUST100039151,2026-03-15,2026-04-05,362.3,28.98,391.28,Paid
INVADBC696A77,CUST100081029,2026-02-25,2026-03-18,69.51,5.56,75.07,Paid
INVB2A0BC35CF,CUST100092109,2025-08-15,2025-09-05,308.65,24.69,333.34,Overdue
INVD7D1143A8D,CUST100083368,2025-11-22,2025-12-13,20.14,1.61,21.75,Paid
INV3C49BC10C4,CUST100034096,2026-01-29,2026-02-19,57.38,4.59,61.97,Unpaid
INVA20B8EE825,CUST100092410,2026-03-06,2026-03-27,147.03,11.76,158.79,Paid
INV9558EADE62,CUST100009375,2026-05-25,2026-06-15,139.44,11.16,150.6,Paid
INV97C9F2A53A,CUST100070988,2026-04-09,2026-04-30,355.14,28.41,383.55,Partially Paid
INV2226B2B729,CUST100005833,2025-10-03,2025-10-24,170.6,13.65,184.25,Paid
INV3BCC16DD29,CUST100008255,2025-12-27,2026-01-17,74.63,5.97,80.6,Paid
INV6CBD5A8A63,CUST100033817,2026-07-01,2026-07-22,32.3,2.58,34.88,Paid
INVD33D66DE5C,CUST100036990,2025-12-17,2026-01-07,255.33,20.43,275.76,Paid
INVFAE62B086C,CUST100028351,2025-11-09,2025-11-30,290.99,23.28,314.27,Paid
INV2BE5DE58D6,CUST100003714,2025-09-18,2025-10-09,320.31,25.62,345.93,Paid
INVC91575A21A,CUST100062354,2025-10-15,2025-11-05,89.5,7.16,96.66,Unpaid
INV174D875F6A,CUST100000492,2026-07-08,2026-07-29,146.29,11.7,157.99,Paid
INV03BCBEC53C,CUST100038259,2026-02-18,2026-03-11,91.17,7.29,98.46,Paid
INVBCDCBCE8F6,CUST100012442,2025-12-03,2025-12-24,63.62,5.09,68.71,Partially Paid
INV37FEF68E84,CUST100036536,2025-09-29,2025-10-20,397.98,31.84,429.82,Paid
INV781F25372C,CUST100030814,2025-10-29,2025-11-19,167.6,13.41,181.01,Paid
INV142F904125,CUST100033022,2025-12-02,2025-12-23,355.88,28.47,384.35,Paid
INV91B5D5CBC1,CUST100015188,2026-04-15,2026-05-06,67.59,5.41,73.0,Paid
INVCF7D94FB8A,CUST100009962,2025-10-07,2025-10-28,397.19,31.78,428.97,Paid
INV99E9B45B15,CUST100080314,2026-06-08,2026-06-29,154.78,12.38,167.16,Paid
INVFB75BD7744,CUST100034210,2025-10-16,2025-11-06,194.03,15.52,209.55,Paid
INV84EAFBE5B4,CUST100039756,2026-05-22,2026-06-12,73.98,5.92,79.9,Paid
INVBA8536839F,CUST100028285,2026-06-03,2026-06-24,24.79,1.98,26.77,Paid
INV3AFA9AD20F,CUST100011350,2026-04-07,2026-04-28,249.71,19.98,269.69,Paid
INV7104A4C479,CUST100039467,2026-02-26,2026-03-19,56.95,4.56,61.51,Overdue
INV14E31C5C9A,CUST100032962,2025-11-01,2025-11-22,168.0,13.44,181.44,Unpaid
INVBCC3EAA314,CUST100038519,2025-10-05,2025-10-26,163.99,13.12,177.11,Paid
INV73FE80BC12,CUST100049365,2025-12-18,2026-01-08,178.42,14.27,192.69,Paid
INV4149A51A79,CUST100015824,2025-11-24,2025-12-15,64.62,5.17,69.79,Paid
INV1883B5CA7A,CUST100044924,2026-02-23,2026-03-16,386.62,30.93,417.55,Overdue
INVB01EABFEA0,CUST100089301,2025-12-15,2026-01-05,315.72,25.26,340.98,Paid
INV3E0D596586,CUST100002198,2026-05-20,2026-06-10,106.35,8.51,114.86,Paid
INV0D8521A993,CUST100062074,2026-01-19,2026-02-09,65.76,5.26,71.02,Overdue
INV7A102D1C06,CUST100022345,2026-01-09,2026-01-30,310.47,24.84,335.31,Paid
INV216E4C097A,CUST100053285,2025-08-23,2025-09-13,222.29,17.78,240.07,Paid
INVB9CA2781AE,CUST100015643,2026-07-09,2026-07-30,350.97,28.08,379.05,Paid
INVC997B67348,CUST100081023,2026-05-15,2026-06-05,232.41,18.59,251.0,Paid
INV0B1AE19BCE,CUST100041506,2026-02-05,2026-02-26,23.56,1.88,25.44,Paid
INVC7EDBE41BA,CUST100092665,2025-12-28,2026-01-18,60.95,4.88,65.83,Overdue
INVAAC92414BD,CUST100094464,2025-10-12,2025-11-02,213.49,17.08,230.57,Paid
INVB9385A7C8D,CUST100041696,2025-08-07,2025-08-28,125.43,10.03,135.46,Paid
INVDB547A5970,CUST100032290,2025-10-09,2025-10-30,174.82,13.99,188.81,Unpaid
INVB93E7B4DD3,CUST100098620,2025-08-30,2025-09-20,156.65,12.53,169.18,Unpaid
INVE89E931843,CUST100020810,2025-11-06,2025-11-27,32.56,2.6,35.16,Partially Paid
INV1D348B9CD7,CUST100067003,2026-05-19,2026-06-09,286.86,22.95,309.81,Paid
INV6B52E138C3,CUST100052963,2026-06-13,2026-07-04,71.49,5.72,77.21,Paid
INV60A88DAA51,CUST100030536,2026-03-24,2026-04-14,127.91,10.23,138.14,Paid
INVF6E2D7FD54,CUST100022372,2025-09-25,2025-10-16,213.94,17.12,231.06,Unpaid
INVBC3DE2C583,CUST100049510,2025-10-21,2025-11-11,289.69,23.18,312.87,Paid
INV02206771A9,CUST100059088,2025-08-14,2025-09-04,110.14,8.81,118.95,Paid
INV20FEED3172,CUST100056693,2026-01-28,2026-02-18,240.5,19.24,259.74,Paid
INV66117ECF07,CUST100082057,2025-11-18,2025-12-09,50.87,4.07,54.94,Paid
INV8357B1ABFA,CUST100065855,2026-02-20,2026-03-13,79.19,6.34,85.53,Overdue
INV482A79C9CC,CUST100080908,2025-09-15,2025-10-06,198.16,15.85,214.01,Paid
INVB9A56C53D6,CUST100093924,2026-03-13,2026-04-03,174.87,13.99,188.86,Unpaid
INVECE379865C,CUST100079338,2025-11-17,2025-12-08,395.38,31.63,427.01,Paid
INV5F5979D30F,CUST100048422,2025-08-30,2025-09-20,91.16,7.29,98.45,Paid
INV9BC6AD2847,CUST100071975,2026-02-18,2026-03-11,323.36,25.87,349.23,Paid
INV81738A7ED0,CUST100027680,2025-10-07,2025-10-28,280.25,22.42,302.67,Paid
INV5805F1BE04,CUST100059576,2026-07-08,2026-07-29,283.99,22.72,306.71,Paid
INVCB99697E16,CUST100008626,2025-10-10,2025-10-31,50.26,4.02,54.28,Paid
INVD6505DCC79,CUST100007829,2026-06-18,2026-07-09,329.97,26.4,356.37,Paid
INV100BB2B271,CUST100000063,2026-03-16,2026-04-06,51.98,4.16,56.14,Paid
INVB94F86FCC0,CUST100081601,2026-01-12,2026-02-02,299.69,23.98,323.67,Paid
INV7A8D785ACC,CUST100085750,2025-11-19,2025-12-10,369.49,29.56,399.05,Overdue
INV57090C8723,CUST100045372,2026-03-01,2026-03-22,349.39,27.95,377.34,Paid
INVD6475E7517,CUST100044130,2026-03-04,2026-03-25,201.89,16.15,218.04,Unpaid
INV237E428326,CUST100050676,2026-02-14,2026-03-07,276.86,22.15,299.01,Paid
INV9B2681321B,CUST100076141,2026-03-27,2026-04-17,91.59,7.33,98.92,Paid
INVB74B523C58,CUST100022324,2026-06-05,2026-06-26,123.87,9.91,133.78,Paid
INVB29B6A0317,CUST100071140,2025-11-21,2025-12-12,192.38,15.39,207.77,Paid
INV76584E6040,CUST100042503,2026-05-28,2026-06-18,249.98,20.0,269.98,Unpaid
INV6914F1E445,CUST100048476,2025-11-15,2025-12-06,112.97,9.04,122.01,Paid
INVC0D72939C6,CUST100096961,2025-09-13,2025-10-04,246.8,19.74,266.54,Overdue
INV1D7082F344,CUST100086697,2025-09-22,2025-10-13,344.51,27.56,372.07,Paid
INV4427F74A7B,CUST100018439,2026-05-30,2026-06-20,29.64,2.37,32.01,Unpaid
INV4EA916F4C7,CUST100002223,2025-09-19,2025-10-10,110.72,8.86,119.58,Unpaid
INVD3C92108EB,CUST100068727,2026-04-04,2026-04-25,196.61,15.73,212.34,Paid
INV50EEF07675,CUST100051581,2026-01-21,2026-02-11,139.47,11.16,150.63,Paid
INV84EA718D08,CUST100087399,2025-09-21,2025-10-12,375.45,30.04,405.49,Paid
INV206AF9D294,CUST100005603,2026-04-09,2026-04-30,368.28,29.46,397.74,Paid
INV570848B7D0,CUST100014002,2026-04-14,2026-05-05,91.86,7.35,99.21,Paid
INVEF73275873,CUST100060264,2026-01-28,2026-02-18,281.8,22.54,304.34,Overdue
INVBDF3BA81D5,CUST100018688,2025-10-23,2025-11-13,153.7,12.3,166.0,Paid
INVEB486600E9,CUST100079527,2025-10-11,2025-11-01,385.24,30.82,416.06,Paid
INVB625B3F25A,CUST100030854,2026-06-12,2026-07-03,261.9,20.95,282.85,Paid
INV429CFB68BB,CUST100067948,2026-02-28,2026-03-21,186.05,14.88,200.93,Paid
INV2E6D9CF067,CUST100077357,2026-02-20,2026-03-13,390.13,31.21,421.34,Paid
INVE2C8471D73,CUST100089121,2026-04-20,2026-05-11,297.83,23.83,321.66,Paid
INV89B7F34BE6,CUST100046562,2025-08-03,2025-08-24,57.64,4.61,62.25,Paid
INV5A78A6BE67,CUST100009976,2026-06-23,2026-07-14,118.8,9.5,128.3,Paid
INV05F3594B83,CUST100025186,2026-03-17,2026-04-07,108.97,8.72,117.69,Paid
INV961BC62944,CUST100061337,2026-07-13,2026-08-03,273.39,21.87,295.26,Overdue
INV6B80975A32,CUST100024991,2026-03-17,2026-04-07,141.82,11.35,153.17,Paid
INV571E21A876,CUST100004405,2025-11-13,2025-12-04,135.96,10.88,146.84,Unpaid
INVD0929BF003,CUST100094891,2025-10-14,2025-11-04,167.86,13.43,181.29,Paid
INV7E851F0BB9,CUST100081328,2025-08-19,2025-09-09,350.74,28.06,378.8,Paid
INV97586C243D,CUST100024173,2026-04-30,2026-05-21,292.7,23.42,316.12,Unpaid
INVB54CBC304C,CUST100083888,2025-09-23,2025-10-14,77.05,6.16,83.21,Unpaid
INV783E96AA7B,CUST100023671,2026-03-29,2026-04-19,278.19,22.26,300.45,Partially Paid
INV5FE48FC4EF,CUST100087663,2026-02-20,2026-03-13,240.07,19.21,259.28,Paid
INVE2D6D9DC50,CUST100047338,2026-02-09,2026-03-02,105.18,8.41,113.59,Paid
INVD314BA1DD5,CUST100059402,2025-12-16,2026-01-06,349.34,27.95,377.29,Overdue
INV4C24307CCD,CUST100044136,2026-07-15,2026-08-05,240.26,19.22,259.48,Paid
INV05934B04A3,CUST100086167,2025-12-04,2025-12-25,234.49,18.76,253.25,Paid
INV9B1C8F0579,CUST100039638,2025-09-12,2025-10-03,77.37,6.19,83.56,Paid
INV43683A2E34,CUST100040915,2026-04-25,2026-05-16,152.53,12.2,164.73,Paid
INV56096D4D09,CUST100025990,2025-08-06,2025-08-27,262.48,21.0,283.48,Unpaid
INV952EAB5952,CUST100062344,2026-03-17,2026-04-07,213.5,17.08,230.58,Paid
INV0E6B28C0A1,CUST100090878,2025-08-06,2025-08-27,98.3,7.86,106.16,Paid
INV61107D093C,CUST100005118,2026-07-02,2026-07-23,222.65,17.81,240.46,Paid
INV8B7BF66789,CUST100055355,2025-11-15,2025-12-06,55.32,4.43,59.75,Paid
INV73607B5F99,CUST100067840,2026-06-02,2026-06-23,326.62,26.13,352.75,Unpaid
INVF7084F2A19,CUST100019806,2026-01-14,2026-02-04,261.53,20.92,282.45,Unpaid
INV253F42F325,CUST100066866,2025-12-30,2026-01-20,89.51,7.16,96.67,Paid
INV757B6C0599,CUST100091458,2026-03-11,2026-04-01,136.42,10.91,147.33,Paid
INV98D7A68790,CUST100030417,2025-08-21,2025-09-11,217.8,17.42,235.22,Paid
INV3927AD5ADA,CUST100055233,2026-02-02,2026-02-23,166.2,13.3,179.5,Unpaid
INV2255BC3F57,CUST100044185,2025-10-23,2025-11-13,196.09,15.69,211.78,Paid
INV25A0453857,CUST100016835,2026-03-07,2026-03-28,100.37,8.03,108.4,Paid
INV4B8BB6E6BC,CUST100008396,2025-12-08,2025-12-29,191.34,15.31,206.65,Paid
INVD2E4193D09,CUST100015814,2026-04-29,2026-05-20,336.46,26.92,363.38,Paid
INVDD7D7F4661,CUST100008749,2026-05-10,2026-05-31,326.94,26.16,353.1,Unpaid
INV2CFE9D1811,CUST100084660,2026-05-14,2026-06-04,359.05,28.72,387.77,Unpaid
INV7271F2C5BF,CUST100083081,2026-05-13,2026-06-03,90.38,7.23,97.61,Overdue
INV1A310EEF35,CUST100014494,2025-09-01,2025-09-22,226.42,18.11,244.53,Paid
INVD2F056F3BF,CUST100064055,2025-08-25,2025-09-15,88.56,7.08,95.64,Paid
INV07E1C3CC32,CUST100021455,2026-01-25,2026-02-15,197.83,15.83,213.66,Overdue
INVEEDA08AFBD,CUST100013985,2026-01-17,2026-02-07,81.17,6.49,87.66,Paid
INVC6ACF7FDE9,CUST100035511,2026-02-12,2026-03-05,179.3,14.34,193.64,Paid
