party_id,customer_id,party_type,role,relationship_to_account
PTYF18705079C,CUST100038503,Individual,Beneficiary,Child
PTY1B30D01D7B,CUST100096417,Individual,Authorized User,Child
PTY834AE9D45C,CUST100064263,Individual,Authorized User,Spouse
PTY8985B4BC85,CUST100039375,Individual,Primary Account Holder,Child
PTY7E38A48F17,CUST100072995,Organization,Primary Account Holder,Child
PTY91B0E8C39C,CUST100052868,Individual,Beneficiary,Spouse
PTY5809FDA59B,CUST100014113,Individual,Beneficiary,Business Partner
PTY868D314650,CUST100046771,Individual,Authorized User,Self
PTYDEF05CA895,CUST100099582,Individual,Beneficiary,Self
PTY818CFD537A,CUST100083825,Individual,Primary Account Holder,Business Partner
PTYFFF8000EAF,CUST100064849,Organization,Primary Account Holder,Business Partner
PTY5F29D2C0D9,CUST100072177,Individual,Authorized User,Self
PTY901881BA0D,CUST100065727,Individual,Primary Account Holder,Business Partner
PTYB2709E28BD,CUST100030765,Individual,Authorized User,Self
PTY0D5618F868,CUST100014848,Individual,Authorized User,Self
PTY7F02D2CFD7,CUST100040453,Individual,Primary Account Holder,Business Partner
PTYAE76543F0E,CUST100063970,Individual,Authorized User,Business Partner
PTY1CF3FC7039,CUST100028396,Individual,Primary Account Holder,Spouse
PTYFE13C0FF26,CUST100046768,Individual,Primary Account Holder,Business Partner
PTY28F0F60BD8,CUST100096566,Individual,Authorized User,Self
PTYAA7F2C5674,CUST100012347,Individual,Primary Account Holder,Child
PTY0BBAC4682E,CUST100042236,Individual,Primary Account Holder,Dependent
PTYB52668FD0B,CUST100075196,Individual,Primary Account Holder,Child
PTY3D6E010EE7,CUST100072354,Individual,Authorized User,Self
PTY544FC97F9B,CUST100069472,Individual,Primary Account Holder,Spouse
PTY5F73AC104C,CUST100082524,Individual,Authorized User,Child
PTY501D3F4BC2,CUST100064917,Individual,Primary Account Holder,Spouse
PTY3B01DD7338,CUST100068119,Individual,Beneficiary,Self
PTYFA16564B79,CUST100008285,Individual,Authorized User,Self
PTY886FB5B4F5,CUST100027338,Individual,Primary Account Holder,Child
PTYDB75456DB2,CUST100041416,Individual,Primary Account Holder,Self
PTY81CCA9F11D,CUST100083083,Individual,Beneficiary,Spouse
PTY9133B2D3FA,CUST100097122,Individual,Primary Account Holder,Self
PTY69A7EB16A5,CUST100065836,Individual,Primary Account Holder,Dependent
PTYB6DD5EF6D7,CUST100002038,Individual,Primary Account Holder,Dependent
PTY1B3E339C1B,CUST100053733,Individual,Primary Account Holder,Dependent
PTY19E92039EA,CUST100040418,Individual,Beneficiary,Business Partner
PTY53663A335F,CUST100031187,Individual,Primary Account Holder,Child
PTY6B29C97868,CUST100063158,Individual,Primary Account Holder,Spouse
PTYF525011C5A,CUST100096944,Individual,Authorized User,Dependent
PTYE20182A1D8,CUST100048281,Individual,Primary Account Holder,Business Partner
PTY872A946DAA,CUST100022773,Individual,Primary Account Holder,Child
PTYEFC9D87D98,CUST100057426,Individual,Primary Account Holder,Self
PTY7D3595C8C0,CUST100059152,Individual,Beneficiary,Child
PTYA8423AB3E7,CUST100075000,Organization,Primary Account Holder,Dependent
PTYA1382D901C,CUST100059883,Individual,Primary Account Holder,Child
PTY5963D468DE,CUST100029624,Individual,Authorized User,Spouse
PTY1DD1804DDC,CUST100080620,Individual,Authorized User,Self
PTY173705FB59,CUST100046710,Individual,Primary Account Holder,Dependent
PTY842D0F6941,CUST100056406,Individual,Beneficiary,Spouse
PTY9956353A2C,CUST100049199,Individual,Primary Account Holder,Dependent
PTYBB8B352364,CUST100021909,Individual,Primary Account Holder,Business Partner
PTY9B67C7EB45,CUST100046821,Individual,Primary Account Holder,Dependent
PTY8002DA1DEA,CUST100037906,Individual,Primary Account Holder,Business Partner
PTYF2382EC695,CUST100056924,Individual,Authorized User,Business Partner
PTY2BAA1B7D37,CUST100061868,Individual,Guarantor,Spouse
PTY1CD2A58615,CUST100042349,Individual,Guarantor,Business Partner
PTYCA702CD0E3,CUST100072045,Individual,Authorized User,Spouse
PTYA14087B7F6,CUST100010558,Organization,Primary Account Holder,Dependent
PTY4270894F0C,CUST100077399,Individual,Guarantor,Self
PTYDBB920A5CC,CUST100071539,Individual,Primary Account Holder,Dependent
PTYF8E3839D11,CUST100080634,Individual,Authorized User,Spouse
PTY8BB0C2D80A,CUST100094551,Individual,Primary Account Holder,Self
PTY0B879498D6,CUST100070035,Individual,Primary Account Holder,Dependent
PTYBD5DCFE226,CUST100016206,Individual,Primary Account Holder,Child
PTY3461A8E50D,CUST100067887,Individual,Primary Account Holder,Spouse
PTYAFAEA95D96,CUST100060130,Individual,Guarantor,Self
PTY1C9D93BED3,CUST100055783,Individual,Primary Account Holder,Business Partner
PTY20D01BAA21,CUST100087082,Individual,Primary Account Holder,Business Partner
PTY5FD3E2AAA7,CUST100036652,Individual,Authorized User,Self
PTY89D7DB618B,CUST100022199,Individual,Authorized User,Self
PTY7D21FF2325,CUST100083158,Individual,Primary Account Holder,Child
PTY912A8F8A4B,CUST100035840,Individual,Beneficiary,Self
PTYDFAD903E05,CUST100060347,Individual,Primary Account Holder,Spouse
PTY50E8EE41E9,CUST100067824,Individual,Authorized User,Dependent
PTY80B93AC913,CUST100046016,Individual,Beneficiary,Self
PTY5343E086D1,CUST100038869,Individual,Primary Account Holder,Self
PTY7061423D01,CUST100037674,Individual,Primary Account Holder,Business Partner
PTY22B009F48C,CUST100017190,Individual,Primary Account Holder,Dependent
PTYB20441895B,CUST100098360,Individual,Primary Account Holder,Business Partner
PTY8EF20500F3,CUST100080519,Individual,Primary Account Holder,Business Partner
PTY971151822B,CUST100040912,Individual,Authorized User,Business Partner
PTY3B52D2BA61,CUST100071693,Individual,Primary Account Holder,Business Partner
PTYA287D56F17,CUST100049485,Individual,Guarantor,Spouse
PTYF2577F5258,CUST100077650,Individual,Primary Account Holder,Self
PTY7838D13A78,CUST100086447,Individual,Guarantor,Dependent
PTY2179468BC4,CUST100063216,Individual,Primary Account Holder,Spouse
PTY527B1942F9,CUST100049435,Individual,Beneficiary,Dependent
PTY88FB932117,CUST100016665,Individual,Primary Account Holder,Business Partner
PTY782EA3E57B,CUST100056895,Individual,Primary Account Holder,Dependent
PTY8246A13616,CUST100004673,Individual,Authorized User,Business Partner
PTY613A7DBA16,CUST100028560,Individual,Primary Account Holder,Spouse
PTY49066CC6AE,CUST100012774,Individual,Primary Account Holder,Spouse
PTY43E2435DD3,CUST100024227,Individual,Primary Account Holder,Self
PTY571EA72DB1,CUST100029019,Organization,Primary Account Holder,Dependent
PTYBE733222DA,CUST100060806,Individual,Primary Account Holder,Dependent
PTYAB9C57DFD0,CUST100053936,Organization,Authorized User,Dependent
PTY06682381DC,CUST100071928,Individual,Primary Account Holder,Business Partner
PTYE47757A3E9,CUST100046434,Individual,Beneficiary,Child
PTY5051B7F294,CUST100061280,Individual,Primary Account Holder,Spouse
PTYD7147DD1F1,CUST100011670,Individual,Authorized User,Child
PTY4254125BEB,CUST100091921,Organization,Authorized User,Spouse
PTYB2BE00E087,CUST100022880,Individual,Primary Account Holder,Business Partner
PTY4B3A9298BC,CUST100006030,Individual,Primary Account Holder,Business Partner
PTYCA4BF397E7,CUST100072812,Individual,Primary Account Holder,Dependent
PTYF23E621E86,CUST100041139,Individual,Primary Account Holder,Child
PTY17FD3695E7,CUST100089443,Individual,Primary Account Holder,Dependent
PTYE00847706E,CUST100001370,Individual,Authorized User,Spouse
PTY7A3FE62BF8,CUST100060449,Individual,Beneficiary,Child
PTY74470A30C3,CUST100004033,Individual,Primary Account Holder,Spouse
PTYDA0A5915FE,CUST100041394,Individual,Guarantor,Business Partner
PTYC2180E6DCF,CUST100025963,Individual,Primary Account Holder,Dependent
PTY67648B6662,CUST100013367,Individual,Authorized User,Dependent
PTY2C03F900A5,CUST100049275,Organization,Primary Account Holder,Child
PTY6FA1CD6EFA,CUST100086969,Individual,Authorized User,Spouse
PTY6ED08FF151,CUST100081364,Individual,Primary Account Holder,Business Partner
PTY68F6AC7C41,CUST100089175,Individual,Primary Account Holder,Business Partner
PTYB32E9ADE08,CUST100004185,Individual,Primary Account Holder,Business Partner
PTYB3AA3E4D68,CUST100085187,Individual,Primary Account Holder,Child
PTY8F3B0322DD,CUST100016328,Individual,Primary Account Holder,Child
PTY2447239625,CUST100014103,Individual,Primary Account Holder,Dependent
PTYD40CE166FD,CUST100068107,Individual,Beneficiary,Dependent
PTY509D14D803,CUST100034106,Individual,Authorized User,Child
PTY4824C016A1,CUST100041419,Individual,Primary Account Holder,Child
PTYB57149696F,CUST100099379,Individual,Primary Account Holder,Child
PTY5352885D0D,CUST100069288,Individual,Primary Account Holder,Self
PTYF9AC36C4DC,CUST100087373,Organization,Primary Account Holder,Self
PTY12A8A2330E,CUST100046328,Individual,Primary Account Holder,Business Partner
PTY88B3082BFE,CUST100057087,Individual,Primary Account Holder,Spouse
PTY9FF757612D,CUST100057286,Individual,Primary Account Holder,Spouse
PTY2306518422,CUST100014200,Individual,Primary Account Holder,Child
PTYBC38EACA18,CUST100025961,Individual,Authorized User,Self
PTY6C7DB10E82,CUST100032402,Organization,Primary Account Holder,Dependent
PTY15F34359EA,CUST100070856,Individual,Primary Account Holder,Self
PTY1818BA0A22,CUST100065230,Individual,Primary Account Holder,Dependent
PTY098FF3DD2D,CUST100000994,Individual,Authorized User,Spouse
PTY8B2A9F7D4C,CUST100093632,Individual,Beneficiary,Child
PTY46640BECD8,CUST100011860,Individual,Primary Account Holder,Child
PTY8E2D50FBC3,CUST100028996,Individual,Primary Account Holder,Spouse
PTY7DCC57CC0E,CUST100071149,Individual,Primary Account Holder,Child
PTYCBA68B7209,CUST100062039,Individual,Primary Account Holder,Business Partner
PTY235ED65AB7,CUST100089736,Individual,Primary Account Holder,Child
PTYA9C50F846E,CUST100019122,Individual,Primary Account Holder,Business Partner
PTYB29FE03E5C,CUST100001767,Organization,Primary Account Holder,Spouse
PTYCA1209469E,CUST100006880,Individual,Primary Account Holder,Child
PTY6481EE1237,CUST100088707,Individual,Authorized User,Child
PTY1EECCB9FF4,CUST100095889,Individual,Authorized User,Self
PTY3049483695,CUST100076316,Organization,Guarantor,Dependent
PTY2144A8A56B,CUST100022009,Individual,Primary Account Holder,Self
PTY8DD142717D,CUST100013654,Individual,Authorized User,Business Partner
PTYF76FF6EDB8,CUST100084125,Organization,Primary Account Holder,Self
PTY26E787309A,CUST100074563,Individual,Primary Account Holder,Spouse
PTYC65BB54AC1,CUST100000123,Individual,Guarantor,Self
PTYD6A22D36B1,CUST100089645,Organization,Primary Account Holder,Spouse
PTY634A695D00,CUST100041672,Organization,Primary Account Holder,Dependent
PTY74DCF2F994,CUST100083808,Individual,Primary Account Holder,Business Partner
PTYBAB49C4E05,CUST100090184,Individual,Primary Account Holder,Spouse
PTY93EC7E6000,CUST100086176,Individual,Primary Account Holder,Dependent
PTY9E452B69D8,CUST100028535,Individual,Guarantor,Business Partner
PTY0CB1237586,CUST100083930,Individual,Authorized User,Business Partner
PTY08BD556FB3,CUST100053930,Individual,Primary Account Holder,Self
PTY906B314175,CUST100008770,Individual,Beneficiary,Child
PTY77313E9482,CUST100043311,Individual,Beneficiary,Dependent
PTYD0ED987D4F,CUST100056256,Organization,Primary Account Holder,Spouse
PTY2C51576059,CUST100095201,Individual,Primary Account Holder,Spouse
PTYA75617A3C3,CUST100078935,Organization,Primary Account Holder,Child
PTYB20DB2D51C,CUST100069578,Individual,Authorized User,Child
PTY671D7D4D3E,CUST100031866,Individual,Primary Account Holder,Business Partner
PTYC2EF92DC41,CUST100049166,Individual,Primary Account Holder,Business Partner
PTY07B72F679E,CUST100099478,Individual,Primary Account Holder,Dependent
PTYD380EE44F2,CUST100093875,Individual,Primary Account Holder,Dependent
PTYE396C36B36,CUST100047630,Individual,Primary Account Holder,Business Partner
PTY73EC005DA0,CUST100094180,Individual,Primary Account Holder,Business Partner
PTY4F27587CA8,CUST100013050,Individual,Primary Account Holder,Child
PTY55FE8A0884,CUST100050770,Individual,Primary Account Holder,Child
PTY09B0887962,CUST100039872,Individual,Primary Account Holder,Child
PTYDB72994CF1,CUST100098280,Individual,Primary Account Holder,Child
PTY497633B989,CUST100004801,Individual,Primary Account Holder,Child
PTY673900C8B7,CUST100069457,Individual,Primary Account Holder,Self
PTYA718FC1037,CUST100075016,Individual,Authorized User,Self
PTY8EE88F2B69,CUST100053626,Organization,Primary Account Holder,Business Partner
PTYE158477D61,CUST100028494,Individual,Authorized User,Spouse
PTYF8CC6C68B6,CUST100027399,Individual,Primary Account Holder,Business Partner
PTYE1CB6203BC,CUST100006359,Organization,Primary Account Holder,Dependent
PTY20A1B58658,CUST100023999,Individual,Primary Account Holder,Dependent
PTY33EBCFEAB0,CUST100075835,Individual,Primary Account Holder,Child
PTYDB9C19BDEF,CUST100044530,Individual,Authorized User,Business Partner
PTYF798CBF35D,CUST100000893,Individual,Primary Account Holder,Self
PTY87C5C80473,CUST100065960,Individual,Authorized User,Child
PTY44F28506AA,CUST100093820,Individual,Primary Account Holder,Child
PTY9DBF8D48F3,CUST100008978,Individual,Authorized User,Self
PTYB5E66A47A2,CUST100022480,Organization,Primary Account Holder,Child
PTYF1F9A21FCC,CUST100022395,Individual,Authorized User,Dependent
PTY9A5467C770,CUST100012097,Individual,Guarantor,Child
PTY474D75BCE8,CUST100003280,Organization,Primary Account Holder,Dependent
PTY27F22298D2,CUST100037924,Individual,Primary Account Holder,Dependent
PTYB9C90A5042,CUST100051702,Organization,Primary Account Holder,Child
PTY26312CF1F1,CUST100052371,Individual,Primary Account Holder,Self
PTY11A6BDD9A7,CUST100018164,Individual,Beneficiary,Self
PTY1BBF9655EF,CUST100048487,Individual,Beneficiary,Self
PTYA0B6DB8734,CUST100074641,Individual,Primary Account Holder,Self
PTY1E0C7474F9,CUST100014264,Individual,Authorized User,Spouse
PTY8085580890,CUST100033077,Individual,Beneficiary,Dependent
PTY6D007801BD,CUST100017157,Individual,Beneficiary,Child
PTY7E6F0B9250,CUST100006366,Individual,Authorized User,Dependent
PTYA3B3F34A78,CUST100058920,Individual,Primary Account Holder,Self
PTY9C4BEE8C55,CUST100020525,Individual,Authorized User,Self
PTYAACAF7C48E,CUST100054137,Individual,Primary Account Holder,Spouse
PTYCAB6F94729,CUST100054825,Individual,Authorized User,Child
PTY5A5B6A72CE,CUST100021826,Organization,Primary Account Holder,Child
PTY193BFA664E,CUST100032816,Individual,Authorized User,Self
PTY1E97F2ED49,CUST100088845,Individual,Authorized User,Dependent
PTY44015D147C,CUST100000916,Individual,Primary Account Holder,Spouse
PTY1DD8EDA6AF,CUST100061925,Individual,Primary Account Holder,Child
PTY9A549C483E,CUST100028227,Individual,Primary Account Holder,Business Partner
PTYBC0AE9949B,CUST100034005,Individual,Primary Account Holder,Dependent
PTYFB1D1C1C8F,CUST100025377,Individual,Authorized User,Business Partner
PTYF102C623EE,CUST100090804,Individual,Primary Account Holder,Spouse
PTY1C15030712,CUST100016921,Individual,Primary Account Holder,Self
PTY5119C3026C,CUST100035725,Individual,Guarantor,Self
PTYC7E2618F5E,CUST100011905,Individual,Primary Account Holder,Business Partner
PTYC5A50391D3,CUST100009543,Organization,Guarantor,Spouse
PTYCAE03B9FA7,CUST100015856,Individual,Primary Account Holder,Business Partner
PTYAAA949077A,CUST100001669,Individual,Primary Account Holder,Self
PTYD3EE9A3B7B,CUST100051357,Individual,Primary Account Holder,Spouse
PTY818DE79C00,CUST100078812,Individual,Primary Account Holder,Business Partner
PTY1AF390248F,CUST100028261,Organization,Primary Account Holder,Spouse
PTY301D51AF8D,CUST100095809,Individual,Primary Account Holder,Child
PTYDFA04A8BB7,CUST100006017,Individual,Primary Account Holder,Self
PTYD81136E546,CUST100068449,Organization,Authorized User,Child
PTYD800D3DE1D,CUST100062734,Individual,Primary Account Holder,Child
PTY3EDC87FA34,CUST100098375,Individual,Primary Account Holder,Business Partner
PTYD05363C155,CUST100091577,Individual,Primary Account Holder,Dependent
PTY6D556A6124,CUST100089902,Individual,Primary Account Holder,Business Partner
PTYF26A027EF6,CUST100078627,Individual,Guarantor,Child
PTYFEF714CF39,CUST100001363,Individual,Primary Account Holder,Spouse
PTY1765F366BE,CUST100050610,Individual,Authorized User,Business Partner
PTYB17BF79D15,CUST100009665,Individual,Authorized User,Dependent
PTY73A37CA4DB,CUST100039895,Organization,Authorized User,Dependent
PTY81592713EC,CUST100058456,Organization,Primary Account Holder,Self
PTY85A0C1A1BF,CUST100018295,Individual,Primary Account Holder,Self
PTY39B0915E8D,CUST100094971,Individual,Beneficiary,Child
PTY7840B5BBA0,CUST100022253,Individual,Primary Account Holder,Dependent
PTY302DED1AAE,CUST100061126,Individual,Primary Account Holder,Spouse
PTY5F7DCC67FC,CUST100001278,Organization,Authorized User,Spouse
PTY743690D0BD,CUST100088779,Individual,Primary Account Holder,Spouse
PTY5AAADA9894,CUST100025210,Individual,Authorized User,Dependent
PTY8D1BE54A85,CUST100068561,Organization,Primary Account Holder,Business Partner
PTY93D1AE547E,CUST100094095,Individual,Authorized User,Self
PTYDFAB34450F,CUST100071962,Individual,Authorized User,Spouse
PTYEF0FAF7291,CUST100010720,Individual,Primary Account Holder,Dependent
PTY3226F0BF59,CUST100048385,Individual,Primary Account Holder,Business Partner
PTYC4384BAB0C,CUST100047468,Individual,Primary Account Holder,Business Partner
PTYBAF8F7624F,CUST100029983,Individual,Primary Account Holder,Self
PTY8B7AF92CBF,CUST100000008,Individual,Authorized User,Spouse
PTYD864D0C97B,CUST100083451,Organization,Authorized User,Spouse
