customer_id,recommended_action,action_type,priority_rank,generated_date
CUST100076033,Invite to Loyalty Program,Service,2,2026-07-21
CUST100037015,Schedule Win-back Call,Service,2,2026-07-03
CUST100096033,Offer Device Trade-In,Retention,1,2026-07-06
CUST100090727,Offer Device Trade-In,Service,2,2026-07-07
CUST100050749,Recommend Plan Upgrade,Upsell,4,2026-07-23
CUST100057230,Recommend Plan Upgrade,Retention,4,2026-07-01
CUST100087725,Invite to Loyalty Program,Service,5,2026-07-07
CUST100081903,Send Proactive Outage Alert,Upsell,5,2026-07-11
CUST100022980,Schedule Win-back Call,Loyalty,1,2026-07-20
CUST100009328,Recommend Plan Upgrade,Loyalty,5,2026-07-04
CUST100038626,Offer Retention Discount,Service,1,2026-07-21
CUST100073190,Schedule Win-back Call,Loyalty,4,2026-07-06
CUST100027007,Send Proactive Outage Alert,Retention,3,2026-07-14
CUST100097773,Schedule Win-back Call,Retention,5,2026-07-22
CUST100049652,Offer Retention Discount,Upsell,3,2026-07-19
CUST100054148,Send Proactive Outage Alert,Service,4,2026-07-07
CUST100061197,Schedule Win-back Call,Loyalty,5,2026-07-23
CUST100003769,Schedule Win-back Call,Retention,4,2026-07-18
CUST100099393,Send Proactive Outage Alert,Loyalty,1,2026-07-16
CUST100081279,Invite to Loyalty Program,Loyalty,2,2026-07-14
CUST100085400,Invite to Loyalty Program,Loyalty,5,2026-07-06
CUST100023541,Schedule Win-back Call,Loyalty,4,2026-07-16
CUST100079479,Offer Device Trade-In,Service,1,2026-07-08
CUST100085931,Schedule Win-back Call,Service,5,2026-07-23
CUST100073950,Send Proactive Outage Alert,Loyalty,1,2026-07-11
CUST100081850,Offer Retention Discount,Upsell,1,2026-07-03
CUST100032184,Offer Device Trade-In,Service,1,2026-07-23
CUST100073200,Recommend Plan Upgrade,Upsell,2,2026-07-18
CUST100039252,Send Proactive Outage Alert,Loyalty,3,2026-07-22
CUST100098092,Invite to Loyalty Program,Service,4,2026-07-23
CUST100092458,Recommend Plan Upgrade,Retention,4,2026-07-08
CUST100038693,Schedule Win-back Call,Upsell,1,2026-07-06
CUST100029434,Send Proactive Outage Alert,Retention,1,2026-07-01
CUST100064210,Invite to Loyalty Program,Service,2,2026-07-11
CUST100079531,Recommend Plan Upgrade,Retention,3,2026-07-11
CUST100013563,Offer Retention Discount,Upsell,1,2026-07-17
CUST100094289,Recommend Plan Upgrade,Retention,2,2026-07-13
CUST100043531,Offer Device Trade-In,Loyalty,3,2026-07-20
CUST100092169,Invite to Loyalty Program,Retention,1,2026-07-02
CUST100044721,Offer Device Trade-In,Loyalty,3,2026-07-20
CUST100021968,Schedule Win-back Call,Service,5,2026-07-10
CUST100043704,Offer Device Trade-In,Loyalty,2,2026-07-09
CUST100017612,Schedule Win-back Call,Retention,4,2026-07-13
CUST100097850,Send Proactive Outage Alert,Service,2,2026-07-20
CUST100091884,Offer Device Trade-In,Retention,2,2026-07-09
CUST100000087,Send Proactive Outage Alert,Upsell,2,2026-07-20
CUST100033843,Send Proactive Outage Alert,Loyalty,2,2026-07-07
CUST100092572,Recommend Plan Upgrade,Loyalty,3,2026-07-08
CUST100089887,Schedule Win-back Call,Service,2,2026-07-01
CUST100031660,Schedule Win-back Call,Loyalty,5,2026-07-15
CUST100085082,Send Proactive Outage Alert,Retention,1,2026-07-06
CUST100063070,Recommend Plan Upgrade,Loyalty,4,2026-07-11
CUST100078146,Schedule Win-back Call,Loyalty,3,2026-07-19
CUST100039711,Schedule Win-back Call,Retention,2,2026-07-11
CUST100065360,Recommend Plan Upgrade,Upsell,5,2026-07-22
CUST100050879,Invite to Loyalty Program,Loyalty,4,2026-07-07
CUST100026870,Send Proactive Outage Alert,Retention,2,2026-07-05
CUST100081085,Schedule Win-back Call,Loyalty,5,2026-07-23
CUST100001137,Send Proactive Outage Alert,Loyalty,4,2026-07-09
CUST100012164,Schedule Win-back Call,Upsell,1,2026-07-14
CUST100055561,Recommend Plan Upgrade,Service,4,2026-07-13
CUST100093767,Schedule Win-back Call,Retention,5,2026-07-10
CUST100075628,Offer Device Trade-In,Upsell,4,2026-07-22
CUST100040277,Offer Device Trade-In,Retention,4,2026-07-17
CUST100091469,Recommend Plan Upgrade,Retention,5,2026-07-03
CUST100030716,Offer Retention Discount,Upsell,1,2026-07-21
CUST100009302,Schedule Win-back Call,Upsell,2,2026-07-08
CUST100031813,Offer Device Trade-In,Upsell,1,2026-07-02
CUST100047286,Send Proactive Outage Alert,Service,1,2026-07-02
CUST100097743,Invite to Loyalty Program,Retention,1,2026-07-07
CUST100050742,Schedule Win-back Call,Service,1,2026-07-10
CUST100085212,Offer Device Trade-In,Upsell,4,2026-07-19
CUST100097987,Offer Device Trade-In,Retention,3,2026-07-16
CUST100046339,Schedule Win-back Call,Loyalty,3,2026-07-14
CUST100003832,Offer Retention Discount,Loyalty,3,2026-07-15
CUST100080369,Send Proactive Outage Alert,Retention,2,2026-07-18
CUST100033709,Schedule Win-back Call,Loyalty,3,2026-07-14
CUST100025638,Offer Device Trade-In,Retention,2,2026-07-23
CUST100084454,Schedule Win-back Call,Retention,1,2026-07-21
CUST100076872,Invite to Loyalty Program,Loyalty,3,2026-07-12
CUST100042757,Schedule Win-back Call,Upsell,2,2026-07-21
CUST100032058,Schedule Win-back Call,Retention,2,2026-07-22
CUST100050851,Invite to Loyalty Program,Upsell,5,2026-07-16
CUST100002497,Schedule Win-back Call,Upsell,2,2026-07-07
CUST100092191,Recommend Plan Upgrade,Loyalty,4,2026-07-06
CUST100025129,Offer Device Trade-In,Retention,2,2026-07-11
CUST100098745,Invite to Loyalty Program,Loyalty,1,2026-07-16
CUST100066967,Send Proactive Outage Alert,Loyalty,3,2026-07-04
CUST100009141,Offer Retention Discount,Service,3,2026-07-05
CUST100006651,Offer Device Trade-In,Upsell,5,2026-07-15
CUST100050897,Send Proactive Outage Alert,Retention,3,2026-07-10
CUST100001865,Send Proactive Outage Alert,Service,4,2026-07-07
CUST100003267,Recommend Plan Upgrade,Loyalty,1,2026-07-16
CUST100025915,Recommend Plan Upgrade,Upsell,5,2026-07-18
CUST100078433,Invite to Loyalty Program,Upsell,4,2026-07-17
CUST100044643,Schedule Win-back Call,Loyalty,2,2026-07-09
CUST100089285,Recommend Plan Upgrade,Retention,1,2026-07-19
CUST100011511,Schedule Win-back Call,Service,2,2026-07-17
CUST100033890,Offer Retention Discount,Service,5,2026-07-03
CUST100033790,Offer Device Trade-In,Retention,3,2026-07-17
CUST100044639,Recommend Plan Upgrade,Service,5,2026-07-12
CUST100006164,Schedule Win-back Call,Loyalty,1,2026-07-07
CUST100095992,Offer Device Trade-In,Service,3,2026-07-21
CUST100069802,Offer Retention Discount,Service,1,2026-07-01
CUST100099174,Invite to Loyalty Program,Upsell,2,2026-07-13
CUST100000872,Invite to Loyalty Program,Loyalty,5,2026-07-02
CUST100073802,Recommend Plan Upgrade,Service,3,2026-07-02
CUST100096916,Recommend Plan Upgrade,Upsell,1,2026-07-04
CUST100065097,Send Proactive Outage Alert,Retention,3,2026-07-02
CUST100075406,Schedule Win-back Call,Retention,4,2026-07-22
CUST100025742,Send Proactive Outage Alert,Retention,3,2026-07-23
CUST100062942,Offer Device Trade-In,Service,1,2026-07-01
CUST100087733,Send Proactive Outage Alert,Upsell,4,2026-07-04
CUST100068990,Send Proactive Outage Alert,Retention,3,2026-07-07
CUST100026122,Schedule Win-back Call,Loyalty,2,2026-07-09
CUST100004023,Offer Device Trade-In,Service,1,2026-07-12
CUST100053632,Send Proactive Outage Alert,Upsell,4,2026-07-09
CUST100094775,Schedule Win-back Call,Retention,5,2026-07-05
CUST100084570,Send Proactive Outage Alert,Loyalty,5,2026-07-08
CUST100024935,Offer Device Trade-In,Loyalty,1,2026-07-10
CUST100012201,Invite to Loyalty Program,Service,5,2026-07-05
CUST100014241,Offer Retention Discount,Upsell,1,2026-07-07
CUST100076314,Invite to Loyalty Program,Service,3,2026-07-14
CUST100020536,Invite to Loyalty Program,Upsell,2,2026-07-07
CUST100012719,Recommend Plan Upgrade,Loyalty,4,2026-07-12
CUST100033879,Offer Retention Discount,Service,2,2026-07-21
CUST100076104,Offer Device Trade-In,Loyalty,5,2026-07-13
CUST100047886,Recommend Plan Upgrade,Loyalty,1,2026-07-20
CUST100018250,Schedule Win-back Call,Loyalty,1,2026-07-06
CUST100053770,Offer Device Trade-In,Upsell,4,2026-07-03
CUST100044815,Recommend Plan Upgrade,Loyalty,2,2026-07-21
CUST100052196,Offer Retention Discount,Loyalty,5,2026-07-04
CUST100064894,Schedule Win-back Call,Loyalty,5,2026-07-11
CUST100073363,Schedule Win-back Call,Upsell,4,2026-07-22
CUST100051958,Schedule Win-back Call,Retention,2,2026-07-19
CUST100011344,Recommend Plan Upgrade,Service,3,2026-07-13
CUST100035151,Offer Retention Discount,Service,1,2026-07-21
CUST100018115,Offer Device Trade-In,Upsell,4,2026-07-16
CUST100069008,Offer Retention Discount,Upsell,2,2026-07-17
CUST100068213,Offer Device Trade-In,Upsell,1,2026-07-11
CUST100046606,Offer Device Trade-In,Retention,1,2026-07-17
CUST100027262,Offer Retention Discount,Upsell,3,2026-07-06
CUST100056679,Offer Retention Discount,Retention,2,2026-07-01
CUST100066003,Send Proactive Outage Alert,Retention,3,2026-07-09
CUST100062916,Offer Device Trade-In,Upsell,1,2026-07-11
CUST100014139,Offer Retention Discount,Service,2,2026-07-16
CUST100004692,Schedule Win-back Call,Retention,5,2026-07-17
CUST100015190,Schedule Win-back Call,Retention,1,2026-07-13
CUST100009608,Invite to Loyalty Program,Retention,3,2026-07-18
CUST100009096,Send Proactive Outage Alert,Service,3,2026-07-04
CUST100047961,Recommend Plan Upgrade,Retention,3,2026-07-19
CUST100024346,Offer Retention Discount,Retention,4,2026-07-06
CUST100087704,Schedule Win-back Call,Service,3,2026-07-18
CUST100037874,Invite to Loyalty Program,Retention,4,2026-07-16
CUST100055315,Invite to Loyalty Program,Retention,1,2026-07-19
CUST100014894,Offer Device Trade-In,Service,5,2026-07-02
CUST100080707,Send Proactive Outage Alert,Retention,4,2026-07-01
CUST100019423,Schedule Win-back Call,Upsell,1,2026-07-07
CUST100015189,Send Proactive Outage Alert,Retention,1,2026-07-13
CUST100067643,Offer Retention Discount,Service,2,2026-07-15
CUST100033432,Schedule Win-back Call,Loyalty,1,2026-07-13
CUST100011121,Offer Device Trade-In,Service,4,2026-07-12
CUST100083506,Recommend Plan Upgrade,Loyalty,5,2026-07-22
CUST100099859,Offer Device Trade-In,Retention,1,2026-07-05
CUST100066212,Invite to Loyalty Program,Loyalty,5,2026-07-23
CUST100039360,Offer Device Trade-In,Service,2,2026-07-06
CUST100059877,Schedule Win-back Call,Retention,2,2026-07-05
CUST100039131,Schedule Win-back Call,Loyalty,2,2026-07-08
CUST100025855,Recommend Plan Upgrade,Service,4,2026-07-17
CUST100087808,Offer Retention Discount,Loyalty,3,2026-07-19
CUST100091851,Offer Device Trade-In,Upsell,2,2026-07-14
CUST100043022,Schedule Win-back Call,Service,4,2026-07-16
CUST100085719,Invite to Loyalty Program,Service,3,2026-07-23
CUST100045574,Offer Device Trade-In,Service,1,2026-07-17
CUST100055238,Recommend Plan Upgrade,Service,1,2026-07-03
CUST100066307,Offer Device Trade-In,Upsell,2,2026-07-09
CUST100017472,Recommend Plan Upgrade,Retention,3,2026-07-22
CUST100002993,Offer Retention Discount,Retention,5,2026-07-09
CUST100063627,Send Proactive Outage Alert,Upsell,5,2026-07-20
CUST100068646,Send Proactive Outage Alert,Retention,1,2026-07-21
CUST100094961,Recommend Plan Upgrade,Service,2,2026-07-05
CUST100041566,Send Proactive Outage Alert,Upsell,2,2026-07-21
CUST100042750,Send Proactive Outage Alert,Retention,4,2026-07-21
CUST100033414,Send Proactive Outage Alert,Loyalty,4,2026-07-10
CUST100066893,Offer Retention Discount,Retention,4,2026-07-08
CUST100091363,Schedule Win-back Call,Service,3,2026-07-03
CUST100039499,Offer Retention Discount,Service,2,2026-07-22
CUST100055373,Recommend Plan Upgrade,Upsell,5,2026-07-19
CUST100054609,Recommend Plan Upgrade,Loyalty,4,2026-07-16
CUST100036848,Schedule Win-back Call,Retention,5,2026-07-08
CUST100008045,Recommend Plan Upgrade,Loyalty,2,2026-07-02
CUST100079959,Recommend Plan Upgrade,Retention,5,2026-07-11
CUST100045601,Schedule Win-back Call,Retention,4,2026-07-19
CUST100024624,Offer Retention Discount,Retention,1,2026-07-23
CUST100008529,Schedule Win-back Call,Service,5,2026-07-07
CUST100011523,Offer Retention Discount,Service,3,2026-07-06
CUST100094176,Offer Retention Discount,Retention,4,2026-07-17
CUST100009265,Schedule Win-back Call,Retention,5,2026-07-07
CUST100057878,Invite to Loyalty Program,Service,5,2026-07-11
CUST100032416,Recommend Plan Upgrade,Upsell,3,2026-07-04
CUST100036901,Offer Retention Discount,Service,2,2026-07-05
CUST100011413,Offer Retention Discount,Retention,4,2026-07-05
CUST100010338,Recommend Plan Upgrade,Retention,2,2026-07-07
CUST100093814,Offer Retention Discount,Retention,4,2026-07-15
CUST100004404,Send Proactive Outage Alert,Service,2,2026-07-03
CUST100080184,Send Proactive Outage Alert,Upsell,4,2026-07-22
CUST100057557,Offer Retention Discount,Service,2,2026-07-18
CUST100073724,Send Proactive Outage Alert,Loyalty,5,2026-07-08
CUST100071043,Send Proactive Outage Alert,Service,5,2026-07-20
CUST100052982,Schedule Win-back Call,Retention,1,2026-07-12
CUST100073387,Offer Device Trade-In,Upsell,3,2026-07-07
CUST100054554,Send Proactive Outage Alert,Service,3,2026-07-08
CUST100099445,Recommend Plan Upgrade,Upsell,3,2026-07-23
CUST100030304,Offer Retention Discount,Retention,1,2026-07-03
CUST100078731,Recommend Plan Upgrade,Upsell,4,2026-07-19
CUST100092487,Invite to Loyalty Program,Loyalty,5,2026-07-05
CUST100031794,Send Proactive Outage Alert,Retention,3,2026-07-18
CUST100010606,Recommend Plan Upgrade,Retention,1,2026-07-11
CUST100030727,Send Proactive Outage Alert,Upsell,3,2026-07-10
CUST100073145,Recommend Plan Upgrade,Upsell,1,2026-07-12
CUST100035981,Offer Retention Discount,Service,4,2026-07-08
CUST100078157,Recommend Plan Upgrade,Service,2,2026-07-06
CUST100085936,Recommend Plan Upgrade,Loyalty,2,2026-07-21
CUST100013066,Send Proactive Outage Alert,Service,3,2026-07-14
CUST100024531,Offer Device Trade-In,Upsell,3,2026-07-02
CUST100040047,Recommend Plan Upgrade,Upsell,1,2026-07-04
CUST100026093,Schedule Win-back Call,Service,1,2026-07-20
CUST100053522,Schedule Win-back Call,Loyalty,3,2026-07-19
CUST100073187,Send Proactive Outage Alert,Upsell,5,2026-07-21
CUST100044983,Schedule Win-back Call,Service,5,2026-07-13
CUST100065852,Recommend Plan Upgrade,Service,4,2026-07-09
CUST100089030,Recommend Plan Upgrade,Service,2,2026-07-02
CUST100053129,Invite to Loyalty Program,Upsell,3,2026-07-21
CUST100043955,Offer Device Trade-In,Retention,3,2026-07-01
CUST100055137,Offer Device Trade-In,Retention,3,2026-07-03
CUST100078436,Schedule Win-back Call,Service,1,2026-07-03
CUST100066054,Offer Retention Discount,Retention,4,2026-07-08
CUST100067322,Offer Device Trade-In,Upsell,3,2026-07-22
CUST100082313,Send Proactive Outage Alert,Loyalty,5,2026-07-20
CUST100082016,Schedule Win-back Call,Loyalty,3,2026-07-22
CUST100017851,Schedule Win-back Call,Service,5,2026-07-22
CUST100023177,Recommend Plan Upgrade,Upsell,2,2026-07-12
CUST100023955,Send Proactive Outage Alert,Service,4,2026-07-19
CUST100066461,Invite to Loyalty Program,Loyalty,5,2026-07-10
CUST100049546,Invite to Loyalty Program,Retention,5,2026-07-10
CUST100045372,Offer Retention Discount,Upsell,4,2026-07-17
CUST100099926,Offer Device Trade-In,Retention,2,2026-07-13
CUST100004402,Recommend Plan Upgrade,Retention,3,2026-07-16
CUST100027478,Offer Retention Discount,Service,3,2026-07-15
CUST100030454,Invite to Loyalty Program,Loyalty,1,2026-07-20
CUST100000237,Offer Retention Discount,Loyalty,3,2026-07-20
CUST100005254,Recommend Plan Upgrade,Retention,4,2026-07-21
CUST100070926,Offer Device Trade-In,Retention,2,2026-07-23
CUST100012990,Recommend Plan Upgrade,Retention,1,2026-07-02
CUST100036810,Recommend Plan Upgrade,Loyalty,5,2026-07-07
CUST100088682,Recommend Plan Upgrade,Loyalty,1,2026-07-22
CUST100032681,Recommend Plan Upgrade,Retention,1,2026-07-12
CUST100015235,Send Proactive Outage Alert,Upsell,5,2026-07-07
CUST100093017,Invite to Loyalty Program,Retention,5,2026-07-08
CUST100033731,Schedule Win-back Call,Retention,2,2026-07-21
CUST100008916,Offer Device Trade-In,Loyalty,1,2026-07-18
CUST100018457,Send Proactive Outage Alert,Loyalty,5,2026-07-01
CUST100068780,Offer Retention Discount,Service,1,2026-07-18
CUST100060452,Send Proactive Outage Alert,Upsell,2,2026-07-08
CUST100010913,Send Proactive Outage Alert,Service,5,2026-07-15
CUST100039381,Recommend Plan Upgrade,Service,4,2026-07-23
CUST100031739,Recommend Plan Upgrade,Retention,5,2026-07-23
CUST100007365,Send Proactive Outage Alert,Retention,2,2026-07-09
CUST100040387,Offer Device Trade-In,Retention,2,2026-07-04
CUST100072242,Send Proactive Outage Alert,Service,1,2026-07-18
CUST100085745,Invite to Loyalty Program,Service,5,2026-07-12
CUST100037486,Recommend Plan Upgrade,Upsell,2,2026-07-07
CUST100025404,Recommend Plan Upgrade,Retention,2,2026-07-10
CUST100044402,Recommend Plan Upgrade,Loyalty,1,2026-07-20
CUST100085669,Schedule Win-back Call,Loyalty,1,2026-07-20
CUST100027423,Invite to Loyalty Program,Retention,1,2026-07-03
CUST100009289,Invite to Loyalty Program,Loyalty,5,2026-07-11
CUST100099772,Offer Device Trade-In,Upsell,3,2026-07-14
CUST100042727,Schedule Win-back Call,Loyalty,3,2026-07-14
CUST100063226,Invite to Loyalty Program,Loyalty,5,2026-07-23
CUST100003064,Offer Device Trade-In,Loyalty,2,2026-07-01
CUST100025530,Schedule Win-back Call,Upsell,3,2026-07-13
CUST100043104,Offer Device Trade-In,Retention,3,2026-07-20
CUST100053386,Send Proactive Outage Alert,Service,2,2026-07-18
CUST100076389,Offer Retention Discount,Loyalty,1,2026-07-04
CUST100085481,Offer Retention Discount,Service,4,2026-07-03
CUST100076195,Offer Retention Discount,Service,3,2026-07-16
CUST100014519,Offer Retention Discount,Loyalty,1,2026-07-17
CUST100005092,Recommend Plan Upgrade,Upsell,2,2026-07-09
CUST100028257,Schedule Win-back Call,Loyalty,3,2026-07-13
CUST100002074,Offer Device Trade-In,Service,3,2026-07-04
CUST100074731,Offer Retention Discount,Retention,2,2026-07-23
CUST100044706,Recommend Plan Upgrade,Upsell,1,2026-07-16
CUST100097465,Offer Device Trade-In,Upsell,5,2026-07-20
CUST100084259,Offer Device Trade-In,Retention,2,2026-07-04
CUST100096730,Recommend Plan Upgrade,Service,4,2026-07-16
CUST100039577,Offer Device Trade-In,Loyalty,4,2026-07-10
CUST100050130,Offer Device Trade-In,Retention,1,2026-07-13
CUST100016023,Recommend Plan Upgrade,Service,3,2026-07-06
CUST100004604,Send Proactive Outage Alert,Upsell,2,2026-07-17
CUST100092854,Offer Device Trade-In,Retention,1,2026-07-13
CUST100041332,Recommend Plan Upgrade,Upsell,1,2026-07-16
CUST100002952,Invite to Loyalty Program,Loyalty,1,2026-07-12
CUST100033976,Send Proactive Outage Alert,Upsell,3,2026-07-02
CUST100080029,Offer Retention Discount,Upsell,2,2026-07-02
CUST100070478,Offer Device Trade-In,Service,2,2026-07-23
CUST100038603,Offer Retention Discount,Upsell,1,2026-07-04
CUST100089772,Schedule Win-back Call,Loyalty,3,2026-07-06
CUST100000244,Offer Retention Discount,Service,3,2026-07-08
CUST100076857,Send Proactive Outage Alert,Service,2,2026-07-09
CUST100094198,Send Proactive Outage Alert,Upsell,4,2026-07-13
CUST100086106,Schedule Win-back Call,Service,1,2026-07-10
CUST100082731,Send Proactive Outage Alert,Loyalty,5,2026-07-03
CUST100076153,Send Proactive Outage Alert,Service,4,2026-07-07
CUST100039662,Offer Device Trade-In,Retention,2,2026-07-21
CUST100039318,Schedule Win-back Call,Upsell,5,2026-07-12
CUST100022409,Send Proactive Outage Alert,Service,5,2026-07-03
CUST100004125,Invite to Loyalty Program,Loyalty,3,2026-07-20
CUST100036131,Recommend Plan Upgrade,Service,1,2026-07-10
CUST100071735,Recommend Plan Upgrade,Service,5,2026-07-20
