dunning_id,customer_id,invoice_id,dunning_stage,notice_date,action_taken,resolved_flag
DUN48D5A6CA70,CUST100005724,INV12A65A396C,First Notice,2026-01-17,None,False
DUN45BC1BBAAE,CUST100011974,INV2F8890E5F3,Reminder,2026-01-15,Service Restricted,True
DUNF452C4BE23,CUST100008611,INV60B79196FF,Reminder,2026-01-18,Call Placed,True
DUN645B95D6A6,CUST100039610,INVDA3D82B17E,Reminder,2026-03-19,SMS Sent,False
DUN436BF083F2,CUST100088597,INVFFF0152028,First Notice,2026-03-13,SMS Sent,True
DUN8524B9EA47,CUST100026048,INVCF4E11B7E5,Final Notice,2026-06-28,Email Sent,False
DUNC0B0561D08,CUST100082948,INV31B48FD28E,Collections Referral,2026-07-17,None,False
DUNC789FE5EB0,CUST100054008,INVB43767C4E8,Collections Referral,2026-04-06,Call Placed,True
DUN475C8D702E,CUST100009166,INV110022BC67,Reminder,2026-01-24,Service Restricted,False
DUN6B7E59A3D8,CUST100062726,INVEED2E9E0C1,Final Notice,2026-07-08,Email Sent,True
DUNA37325EC36,CUST100053029,INVA733C9A880,First Notice,2026-01-20,Call Placed,True
DUN9073E5FECE,CUST100036026,INV6F4A0DA3C9,Reminder,2026-01-09,SMS Sent,False
DUNE12FF41CFC,CUST100022595,INV96AD9A4258,Final Notice,2026-04-21,None,True
DUN806AAC1A3F,CUST100060321,INV59BF9E8D89,Reminder,2026-01-01,Service Restricted,False
DUN95AB26712B,CUST100020859,INVB8CAE49C94,Reminder,2026-04-17,SMS Sent,True
DUNE23BC968DF,CUST100033452,INV4BE1D661A3,Service Suspension,2026-02-27,Service Restricted,True
DUN6E519AB693,CUST100028072,INV8BE4E04E08,Final Notice,2026-04-12,Call Placed,True
DUN485EEFAF8A,CUST100096863,INV5C77EFDB81,First Notice,2026-03-28,Call Placed,True
DUNA6DBAD18F6,CUST100049134,INV249F977019,First Notice,2026-07-17,Email Sent,True
DUN638E46BDC7,CUST100043021,INV836B410825,First Notice,2026-04-11,Call Placed,True
DUN4E0619E2DE,CUST100042753,INV8276BFDA90,Reminder,2026-03-06,SMS Sent,True
DUNE736AF4B95,CUST100004920,INVA6C96FE2F2,Reminder,2026-04-30,Call Placed,True
DUN70BE500398,CUST100013096,INVBD6BF3A374,First Notice,2026-04-23,Email Sent,True
DUN73AB3A5B8C,CUST100018829,INVF04D12DC73,First Notice,2026-03-22,None,True
DUN05603F97C7,CUST100084717,INV6A85AE87D1,Final Notice,2026-04-02,Call Placed,True
DUNE0D853566E,CUST100027321,INV383978849B,Collections Referral,2026-06-05,Email Sent,False
DUNC3AC0EB48C,CUST100028561,INVDCE21183C3,Reminder,2026-01-12,Email Sent,True
DUN9B4239B773,CUST100050369,INVB7139E6281,Reminder,2026-05-19,None,True
DUND26CFA6F13,CUST100057580,INV39F70FD31C,Final Notice,2026-03-18,None,True
DUNA13B16A2D0,CUST100036700,INV102C1E5FF6,First Notice,2026-06-26,Call Placed,True
DUN788389F5B7,CUST100047645,INV9670938317,Service Suspension,2026-05-12,Email Sent,False
DUN75686D8802,CUST100006782,INV28B085810D,Final Notice,2026-06-27,SMS Sent,True
DUN963B5E1460,CUST100007262,INV5D41C58FBD,Collections Referral,2026-04-25,Call Placed,False
DUN6C47CD0FF3,CUST100009636,INV14F5F77FA9,Collections Referral,2026-03-04,Service Restricted,True
DUN4EB195DC2B,CUST100043650,INV75AC909304,First Notice,2026-03-03,Email Sent,False
DUN38B4B55DF6,CUST100008549,INV886427E9A2,Service Suspension,2026-05-17,Call Placed,True
DUNDED8BCF33E,CUST100048647,INVA9E18F040C,First Notice,2026-01-19,Service Restricted,False
DUNA308849DDB,CUST100009189,INVCD4C066E2C,Reminder,2026-05-06,Service Restricted,False
DUND010657B39,CUST100064241,INV4EF3D0824B,Final Notice,2026-02-09,Service Restricted,True
DUN8F7C9640C1,CUST100011705,INVEB7B3B76A1,First Notice,2026-06-14,None,False
DUN2177F87BDE,CUST100010328,INV2DB9E45130,Reminder,2026-07-14,Email Sent,True
DUNAF664A5FDE,CUST100053430,INVFBE9BA5671,Final Notice,2026-01-23,SMS Sent,False
DUN9D5EB6EBD8,CUST100064889,INV52C257AA36,Reminder,2026-05-16,Service Restricted,False
DUND003BD26A4,CUST100025838,INVFBEE6D4304,Reminder,2026-05-05,Email Sent,True
DUND06433913C,CUST100089052,INV6802AD86E6,Collections Referral,2026-05-30,Service Restricted,True
DUN4F15F8DD0E,CUST100049353,INVCF970A9CA1,Reminder,2026-01-18,Call Placed,False
DUNA20BF317E8,CUST100068471,INV4D61285522,First Notice,2026-03-01,None,False
DUNDFDC1DDB0A,CUST100052557,INV638F89662B,Final Notice,2026-03-24,SMS Sent,False
DUNABAE617A0B,CUST100006486,INV0B14833723,Service Suspension,2026-06-07,None,False
DUN4D3BE4A0E1,CUST100082222,INVDCE144C771,Final Notice,2026-05-16,Call Placed,True
DUN3F081DA1D1,CUST100034553,INVD7D3EDEA32,First Notice,2026-06-19,None,False
DUN2C89B3DC85,CUST100014946,INV2D554F1192,Reminder,2026-01-13,None,True
DUNCC8DE91BB8,CUST100079054,INV7F9703913C,Reminder,2026-02-11,Email Sent,True
DUNF6C1DC77CE,CUST100021666,INV42F44F1E64,Final Notice,2026-03-19,Call Placed,True
DUNB3D70C02C5,CUST100085970,INV93BB0BBB64,Service Suspension,2026-05-18,None,True
DUNBDC47336A0,CUST100049473,INVFED54CA642,First Notice,2026-05-04,Email Sent,True
DUND56BCE895E,CUST100021835,INV197C317E18,Final Notice,2026-04-14,SMS Sent,True
DUN798D982B4D,CUST100053067,INV738CFAB4AB,Final Notice,2026-05-22,Email Sent,True
DUN22780F5AB8,CUST100035333,INV1BD9C58A30,First Notice,2026-02-19,None,False
DUNF94D768CF4,CUST100044582,INV0333170864,Reminder,2026-01-09,Email Sent,False
DUN5C5AA2521F,CUST100032666,INV19CFFF5BA3,First Notice,2026-05-14,Call Placed,False
DUN4323C89683,CUST100032746,INV14C224C5A8,Final Notice,2026-01-28,None,False
DUN719170D370,CUST100088433,INVC9A7968A5E,First Notice,2026-07-18,Email Sent,True
DUN6546F1C36C,CUST100004421,INVE3F545CB5A,First Notice,2026-06-19,SMS Sent,False
DUN802D5EEE28,CUST100081268,INV5BCB15AB0B,Final Notice,2026-06-28,Email Sent,True
DUNFD9C2B6225,CUST100095238,INV7BA5193029,Final Notice,2026-01-29,Email Sent,True
DUN063188F265,CUST100083467,INVD96063394A,Reminder,2026-06-03,SMS Sent,False
DUN3D559DE847,CUST100033797,INVCA4DEB1A73,First Notice,2026-05-14,Email Sent,True
DUN49CA689490,CUST100050268,INV20B25236AC,First Notice,2026-05-30,None,True
DUN95DDA21B20,CUST100078415,INVC92056023E,First Notice,2026-06-09,Service Restricted,True
DUN7D709CEE52,CUST100042994,INV87F7F8672C,Reminder,2026-05-10,Call Placed,False
DUNCE50E92956,CUST100056296,INV446020FC55,Final Notice,2026-07-13,SMS Sent,True
DUN46D80CB60F,CUST100035669,INV00E2E1D5A1,Service Suspension,2026-01-21,Service Restricted,True
DUNA017B0E422,CUST100051696,INV8879D053C0,First Notice,2026-03-16,Email Sent,False
DUNF68784C6F2,CUST100006067,INVEB47C756FC,First Notice,2026-01-11,None,False
DUN4F86DE696F,CUST100035976,INVCED9122F9B,Reminder,2026-01-29,SMS Sent,True
DUN779C972B3F,CUST100028453,INV7C4CB220F3,Collections Referral,2026-03-31,Service Restricted,False
DUN0DA89B5D3B,CUST100033725,INV9CF7280ECF,Collections Referral,2026-04-23,Service Restricted,True
DUNF7339C5A98,CUST100075881,INV40D5764AD8,First Notice,2026-01-04,Service Restricted,True
DUN7683F9C3C1,CUST100078186,INV61E99635BE,Collections Referral,2026-02-22,Email Sent,True
DUNC74E99C394,CUST100002025,INVD1EC25566D,Final Notice,2026-07-20,Service Restricted,True
DUNED042FF346,CUST100026088,INVF11B84E246,Reminder,2026-05-02,SMS Sent,False
DUND844D340C0,CUST100094022,INVB99AAF6BBF,Reminder,2026-05-31,SMS Sent,True
DUN7164F00E32,CUST100067032,INVCCAEEF48DD,Reminder,2026-04-19,Service Restricted,True
DUNDB8F7B6720,CUST100093998,INV313E1DE5E7,Final Notice,2026-06-06,Service Restricted,False
DUN719456FAAC,CUST100022703,INV6455E847EF,Service Suspension,2026-01-22,Email Sent,True
DUN2678C0DC25,CUST100005000,INV8B557598AA,Reminder,2026-03-18,SMS Sent,False
DUNFA4335879B,CUST100068971,INV8F679DF568,Reminder,2026-04-02,None,False
DUND9E13E9F96,CUST100058453,INV3CAF0646A7,First Notice,2026-06-02,Email Sent,True
DUN91FE1CD9E9,CUST100096083,INV29BD446A33,Reminder,2026-06-09,Call Placed,True
DUND58F878934,CUST100039919,INVE590E86D5D,Reminder,2026-06-06,Email Sent,True
DUNEFDC584E5A,CUST100020213,INV8B210DA572,Reminder,2026-02-13,SMS Sent,False
DUNE3CB8C7AA7,CUST100068982,INV6D3F6AABB6,First Notice,2026-03-14,SMS Sent,False
DUNC867F2A509,CUST100014693,INVAE6B835374,Final Notice,2026-02-16,SMS Sent,True
DUNAF664318F2,CUST100019770,INV330B42B549,Service Suspension,2026-03-21,Email Sent,True
DUN14FE9BC4EA,CUST100025524,INV86C50E6A63,Reminder,2026-05-24,Service Restricted,False
DUN0D224B9E6A,CUST100009047,INV26F6F68239,Reminder,2026-07-23,SMS Sent,True
DUNA484696920,CUST100091611,INV7ADBE404DC,Collections Referral,2026-05-08,Service Restricted,True
DUN4EE55117BF,CUST100051890,INV3AC2AC584A,Reminder,2026-01-02,Call Placed,True
DUN0DB4FCB555,CUST100074499,INV7A38032880,Reminder,2026-04-13,Email Sent,False
DUNED6154546B,CUST100065681,INVC5868AA59E,Collections Referral,2026-05-19,Call Placed,True
DUN618F8F1C82,CUST100002375,INV8049E3A1E1,Reminder,2026-03-27,Service Restricted,False
DUN595810AD81,CUST100002178,INV133FEB673C,Final Notice,2026-03-12,Service Restricted,True
DUN2CC6084D0F,CUST100063100,INV0F003B7A6E,Reminder,2026-05-15,Email Sent,True
DUN5C1B442671,CUST100089129,INVBF47DF2183,Reminder,2026-03-18,Service Restricted,False
DUNAB4006A7FD,CUST100018156,INV7A9952ED53,First Notice,2026-02-16,Email Sent,True
DUN53C9F738CD,CUST100084604,INV38B771B17C,Reminder,2026-01-13,SMS Sent,False
DUN0341846B40,CUST100029090,INVB992E2D3CA,Final Notice,2026-06-10,Email Sent,True
DUND7E1E3D26F,CUST100003224,INV1F8A06F73F,First Notice,2026-02-23,Service Restricted,True
DUNBC677908B0,CUST100018224,INVECF857FCB3,Reminder,2026-03-21,None,True
DUNEF820BFF09,CUST100012485,INV903DED8BB3,Reminder,2026-01-04,Service Restricted,False
DUN01FD0E15CA,CUST100031451,INV765480AF5A,Reminder,2026-01-07,None,True
DUN20DF33D580,CUST100048261,INVEA25EC5FF8,Reminder,2026-04-27,Service Restricted,True
DUN93B583708F,CUST100034287,INVB8E2DCC81D,Collections Referral,2026-01-07,None,False
DUND6A1F600C6,CUST100098838,INVE2E26AA172,Reminder,2026-01-13,None,True
DUN7412D8F3EA,CUST100013583,INV19CAACEC50,Reminder,2026-03-20,Service Restricted,False
DUND0F20FA4E4,CUST100080415,INV83A4336363,First Notice,2026-01-24,Call Placed,True
DUN1C7071784A,CUST100092248,INV67B6866665,Reminder,2026-07-01,Call Placed,True
DUNB50C785C1E,CUST100046770,INVAA6FA3E2A6,Final Notice,2026-05-31,Service Restricted,True
DUNE0A9C80121,CUST100075311,INVA9AA6765FB,Final Notice,2026-02-26,SMS Sent,True
DUN791922B6A3,CUST100092530,INV776330AA9A,First Notice,2026-04-19,None,True
DUN17AED4ACBA,CUST100053346,INVE8F5AC79E9,Final Notice,2026-02-13,SMS Sent,True
DUN11C3CADD3C,CUST100006237,INVA4F2A8198C,First Notice,2026-03-20,Service Restricted,True
DUNC63E967CE5,CUST100029679,INV9CEF82A10E,First Notice,2026-06-20,None,False
DUNA133426929,CUST100026840,INV92978FA9BC,Collections Referral,2026-03-31,SMS Sent,True
DUN2C96A584FC,CUST100008965,INV4078D9630D,Reminder,2026-02-03,Email Sent,True
DUN5BF060531F,CUST100077931,INV0CA8328BEF,Collections Referral,2026-01-14,Call Placed,False
DUN925D74A9E4,CUST100087402,INV352BA95EA2,First Notice,2026-03-10,Email Sent,True
DUNE84C72F3A7,CUST100011502,INVE3459E03BC,Reminder,2026-05-28,Email Sent,True
DUN399F845C6F,CUST100060837,INVC2BAA1B7FC,Service Suspension,2026-02-11,None,True
DUN6CFE4D0075,CUST100034499,INVF061A33FB9,Collections Referral,2026-07-14,None,False
DUNE61D8BADDC,CUST100021626,INV7533BC48A7,First Notice,2026-06-23,SMS Sent,True
DUND1E0E70D25,CUST100047346,INVCC6A2181C4,First Notice,2026-02-07,Service Restricted,True
DUNA6B964C0BA,CUST100061932,INV529FD8620A,Reminder,2026-05-24,None,True
DUNC2D9F71AAA,CUST100068494,INVC17AF12B61,Service Suspension,2026-05-26,None,True
DUND9C40E223F,CUST100061524,INVAC0F070281,Reminder,2026-06-12,SMS Sent,False
DUN34C9EA3BAF,CUST100005778,INV9089C4BFFB,Service Suspension,2026-05-07,Email Sent,True
DUN2BF1421CE5,CUST100007968,INVE4CE2A4F20,First Notice,2026-03-24,Email Sent,True
DUN8C9C861674,CUST100011373,INVE9BD488047,First Notice,2026-07-05,Service Restricted,True
DUN4071C8C4CD,CUST100062771,INVB4B8C39B97,Service Suspension,2026-06-26,None,True
DUN8BF6218EF9,CUST100034718,INVF20A438335,Final Notice,2026-06-25,Call Placed,True
DUNDEF6B97970,CUST100052217,INV647C89FA49,First Notice,2026-02-06,Service Restricted,True
DUN9E04DBCCCD,CUST100073784,INV2400ADF5E5,Reminder,2026-05-20,Call Placed,True
DUND3EBF40D89,CUST100081047,INV1B8E86EDA9,First Notice,2026-01-26,Service Restricted,True
DUNDEC81FAF41,CUST100049814,INV70EB613B18,Reminder,2026-06-01,SMS Sent,False
DUN65B16CE788,CUST100048424,INV9D2287D85D,Reminder,2026-02-03,Call Placed,True
DUN27302E98B8,CUST100069243,INV4F81CC77C1,Final Notice,2026-06-29,SMS Sent,True
DUN87AD33CB0E,CUST100040339,INVDEC1BDB8FF,Collections Referral,2026-06-19,Email Sent,False
DUNED7DA43454,CUST100071387,INVC9BA3757F8,Reminder,2026-01-20,None,True
DUN830679FBDC,CUST100069391,INVF84C1ADDD2,Final Notice,2026-03-08,None,True
DUN295DF143CD,CUST100021302,INVDA32C15BA1,Reminder,2026-07-10,SMS Sent,False
DUNB3868448E4,CUST100006942,INV25AB420F58,Final Notice,2026-03-18,Service Restricted,True
DUN0BED29D99E,CUST100072664,INV79E5DE0CE3,First Notice,2026-04-08,Call Placed,True
DUN7765CA2184,CUST100005252,INVA40F7744AD,Reminder,2026-04-25,Email Sent,True
DUN495D4A67C9,CUST100086891,INV1DD1A8E5DD,Reminder,2026-07-17,Service Restricted,False
DUNABAD30473A,CUST100030650,INV5FF3A2B39F,Reminder,2026-07-01,Call Placed,True
DUNA0E87A9418,CUST100040931,INVA289E3E71D,Collections Referral,2026-06-06,None,True
DUN4D9E5B6295,CUST100047186,INV7C892B529F,Collections Referral,2026-06-08,Service Restricted,False
DUNE0461520B8,CUST100094735,INV3285DB3A03,Reminder,2026-06-29,None,False
DUN7867007023,CUST100039151,INV5B7F048534,Final Notice,2026-05-15,Service Restricted,True
DUN51DA5D09C6,CUST100081029,INVADBC696A77,Final Notice,2026-05-14,SMS Sent,True
DUNB62281F5D7,CUST100092109,INVB2A0BC35CF,Reminder,2026-05-17,Email Sent,False
DUN60F6AD50B3,CUST100083368,INVD7D1143A8D,Reminder,2026-06-24,Service Restricted,False
DUN9B6E2CA1F7,CUST100034096,INV3C49BC10C4,Reminder,2026-03-13,Service Restricted,True
DUN9147CF501B,CUST100092410,INVA20B8EE825,Reminder,2026-05-29,Service Restricted,True
DUN415232430A,CUST100009375,INV9558EADE62,Reminder,2026-06-28,Service Restricted,True
DUN73D89A68D4,CUST100070988,INV97C9F2A53A,Reminder,2026-05-02,Call Placed,False
DUN310F98C90F,CUST100005833,INV2226B2B729,Final Notice,2026-04-03,None,True
DUN073D110F74,CUST100008255,INV3BCC16DD29,Service Suspension,2026-06-11,Service Restricted,True
DUNB90200CC99,CUST100033817,INV6CBD5A8A63,Final Notice,2026-06-01,None,True
DUNBE23E97BE6,CUST100036990,INVD33D66DE5C,Reminder,2026-05-24,SMS Sent,True
DUND31E8779A0,CUST100028351,INVFAE62B086C,Reminder,2026-06-19,Call Placed,False
DUNB51B04E466,CUST100003714,INV2BE5DE58D6,First Notice,2026-04-02,Email Sent,False
DUN34C9A6F1FF,CUST100062354,INVC91575A21A,First Notice,2026-01-15,None,True
DUNB7EA98B4F0,CUST100000492,INV174D875F6A,Reminder,2026-01-06,None,True
DUN5224D540A4,CUST100038259,INV03BCBEC53C,Reminder,2026-06-22,SMS Sent,True
DUND0893C9FFC,CUST100012442,INVBCDCBCE8F6,Reminder,2026-06-15,None,True
DUNC76A426066,CUST100036536,INV37FEF68E84,Reminder,2026-01-21,None,False
DUNBED954FFD2,CUST100030814,INV781F25372C,Reminder,2026-07-10,None,True
DUN4F3280F9A7,CUST100033022,INV142F904125,Reminder,2026-05-06,None,False
DUNF13FCCB7F9,CUST100015188,INV91B5D5CBC1,Final Notice,2026-03-17,Service Restricted,False
DUNA05F71E888,CUST100009962,INVCF7D94FB8A,Final Notice,2026-03-05,None,False
DUNAC554B6BCD,CUST100080314,INV99E9B45B15,First Notice,2026-03-23,Service Restricted,True
DUNAD1816B369,CUST100034210,INVFB75BD7744,Reminder,2026-04-25,Email Sent,True
DUN90B817DA24,CUST100039756,INV84EAFBE5B4,First Notice,2026-03-18,None,True
DUNF75B3E6232,CUST100028285,INVBA8536839F,Reminder,2026-06-30,None,False
DUN06CB0F6918,CUST100011350,INV3AFA9AD20F,First Notice,2026-02-16,None,True
DUNE343592A4B,CUST100039467,INV7104A4C479,Reminder,2026-02-09,Service Restricted,True
DUN9FBA1890A6,CUST100032962,INV14E31C5C9A,Reminder,2026-05-18,Call Placed,True
DUND0D4DB7576,CUST100038519,INVBCC3EAA314,Reminder,2026-04-21,None,True
DUN97C28492F6,CUST100049365,INV73FE80BC12,Final Notice,2026-06-09,SMS Sent,True
DUN9B6BFB5713,CUST100015824,INV4149A51A79,Reminder,2026-02-20,Service Restricted,True
DUN4D150412FB,CUST100044924,INV1883B5CA7A,First Notice,2026-06-13,None,True
DUN1C654740C8,CUST100089301,INVB01EABFEA0,Reminder,2026-06-12,SMS Sent,True
DUN9E924FE1A9,CUST100002198,INV3E0D596586,Reminder,2026-07-22,Email Sent,True
DUN91D2E98C16,CUST100062074,INV0D8521A993,Collections Referral,2026-06-05,Service Restricted,True
DUN4736578078,CUST100022345,INV7A102D1C06,Final Notice,2026-07-09,Email Sent,False
DUN7B3A2228E9,CUST100053285,INV216E4C097A,First Notice,2026-01-05,Call Placed,False
DUN2B66596869,CUST100015643,INVB9CA2781AE,First Notice,2026-03-09,Call Placed,False
DUN959417280B,CUST100081023,INVC997B67348,Reminder,2026-05-29,SMS Sent,False
DUN46C7FB3288,CUST100041506,INV0B1AE19BCE,Reminder,2026-02-01,Email Sent,True
DUNE5ACE0F30F,CUST100092665,INVC7EDBE41BA,Reminder,2026-04-07,SMS Sent,True
DUNBD84087E93,CUST100094464,INVAAC92414BD,First Notice,2026-01-26,None,False
DUN265F3312C2,CUST100041696,INVB9385A7C8D,First Notice,2026-06-18,SMS Sent,True
DUNBA3DDA075F,CUST100032290,INVDB547A5970,Collections Referral,2026-04-03,None,True
DUNA9DB31C675,CUST100098620,INVB93E7B4DD3,Reminder,2026-07-12,Call Placed,False
DUN021AF9BDBF,CUST100020810,INVE89E931843,Reminder,2026-02-05,SMS Sent,True
DUN2AE969D0C6,CUST100067003,INV1D348B9CD7,Final Notice,2026-06-26,Email Sent,False
DUN4BFAAE59E5,CUST100052963,INV6B52E138C3,First Notice,2026-07-11,SMS Sent,True
DUN3D515A8A3E,CUST100030536,INV60A88DAA51,First Notice,2026-04-25,Email Sent,True
DUNA223F4102D,CUST100022372,INVF6E2D7FD54,Collections Referral,2026-06-30,Call Placed,True
DUN159FC7E7E5,CUST100049510,INVBC3DE2C583,First Notice,2026-04-29,Call Placed,False
DUN253385E615,CUST100059088,INV02206771A9,Reminder,2026-01-17,Email Sent,True
DUN5AE14B0589,CUST100056693,INV20FEED3172,First Notice,2026-02-11,Email Sent,True
DUN4C136CEE5A,CUST100082057,INV66117ECF07,First Notice,2026-04-19,None,True
DUNC0343A3485,CUST100065855,INV8357B1ABFA,Reminder,2026-04-21,Call Placed,True
DUN2BDC1D49D4,CUST100080908,INV482A79C9CC,Reminder,2026-01-31,Call Placed,False
DUN0C86BCFBC5,CUST100093924,INVB9A56C53D6,First Notice,2026-06-02,None,True
DUN15718D53BC,CUST100079338,INVECE379865C,Final Notice,2026-01-14,Service Restricted,False
DUN8CDAFF88A4,CUST100048422,INV5F5979D30F,Reminder,2026-01-11,SMS Sent,False
DUN4A6831F4A7,CUST100071975,INV9BC6AD2847,Reminder,2026-05-06,Call Placed,True
DUN919FEA178A,CUST100027680,INV81738A7ED0,First Notice,2026-07-14,SMS Sent,False
DUN282C9C67EB,CUST100059576,INV5805F1BE04,Final Notice,2026-03-16,Email Sent,False
DUN92C1429C02,CUST100008626,INVCB99697E16,Collections Referral,2026-01-28,Call Placed,False
DUN5286A1F82F,CUST100007829,INVD6505DCC79,Collections Referral,2026-03-07,SMS Sent,False
DUN031881E5B7,CUST100000063,INV100BB2B271,First Notice,2026-05-10,None,True
DUN2D75DE15AB,CUST100081601,INVB94F86FCC0,Final Notice,2026-01-02,Service Restricted,True
DUNBFB2D2BC73,CUST100085750,INV7A8D785ACC,Reminder,2026-07-02,Email Sent,True
DUNE56E586BBF,CUST100045372,INV57090C8723,Collections Referral,2026-07-01,Call Placed,True
DUN4A02045D99,CUST100044130,INVD6475E7517,Reminder,2026-05-10,Email Sent,False
DUN54FF6B48CF,CUST100050676,INV237E428326,Reminder,2026-05-23,Email Sent,True
DUNBC8170BD6C,CUST100076141,INV9B2681321B,Final Notice,2026-04-03,None,True
DUN388E496992,CUST100022324,INVB74B523C58,First Notice,2026-03-23,SMS Sent,True
DUN31B87485BC,CUST100071140,INVB29B6A0317,Final Notice,2026-07-10,SMS Sent,True
DUNBC4C79947A,CUST100042503,INV76584E6040,Collections Referral,2026-03-03,Service Restricted,True
DUN916F2EFD8D,CUST100048476,INV6914F1E445,Reminder,2026-03-15,Call Placed,True
DUNCD088AB475,CUST100096961,INVC0D72939C6,Final Notice,2026-05-09,Service Restricted,False
DUNB71EABBF9F,CUST100086697,INV1D7082F344,Reminder,2026-04-22,Service Restricted,True
DUN922874DE63,CUST100018439,INV4427F74A7B,Final Notice,2026-02-28,None,False
DUN530FCAADF7,CUST100002223,INV4EA916F4C7,Service Suspension,2026-05-30,None,True
DUND13216A324,CUST100068727,INVD3C92108EB,Collections Referral,2026-06-15,Email Sent,False
DUN7EFDC5DC48,CUST100051581,INV50EEF07675,Collections Referral,2026-01-29,Call Placed,False
DUN6FCC8F899B,CUST100087399,INV84EA718D08,Reminder,2026-06-13,None,True
DUN134FC3D528,CUST100005603,INV206AF9D294,Reminder,2026-07-11,None,False
DUN372D5D59BB,CUST100014002,INV570848B7D0,Final Notice,2026-04-03,SMS Sent,False
DUNBC4EC56B6E,CUST100060264,INVEF73275873,Final Notice,2026-07-10,None,False
DUN574A8B7923,CUST100018688,INVBDF3BA81D5,First Notice,2026-04-30,Email Sent,False
DUNA7FEC78E7C,CUST100079527,INVEB486600E9,Reminder,2026-01-01,SMS Sent,True
DUNAB9E1A0123,CUST100030854,INVB625B3F25A,Final Notice,2026-06-02,Call Placed,True
DUN658038DA7B,CUST100067948,INV429CFB68BB,First Notice,2026-04-28,Service Restricted,True
DUNCD6A5F70A1,CUST100077357,INV2E6D9CF067,Final Notice,2026-06-12,Call Placed,False
DUN22D23CC407,CUST100089121,INVE2C8471D73,First Notice,2026-06-26,SMS Sent,False
DUN255C02CD64,CUST100046562,INV89B7F34BE6,Final Notice,2026-01-24,Call Placed,True
DUNA07A2758F5,CUST100009976,INV5A78A6BE67,Reminder,2026-03-04,Email Sent,True
DUNEC1F5DF727,CUST100025186,INV05F3594B83,Reminder,2026-02-01,SMS Sent,True
DUN382067DB31,CUST100061337,INV961BC62944,Reminder,2026-06-22,SMS Sent,True
DUN612CC15447,CUST100024991,INV6B80975A32,Final Notice,2026-01-29,SMS Sent,True
DUN7932F8EA91,CUST100004405,INV571E21A876,Reminder,2026-03-18,Email Sent,True
